,id,Время старта,Время финиша,id опроса,Опрос полностью пройден,1. **Какие сайты или мобильные приложения о продаже автомобилей вы знаете?**,2. **Где вы разместите объявление о продаже автомобиля?**,2. **Где вы разместите объявление о продаже автомобиля?**,2. **Где вы разместите объявление о продаже автомобиля?**,2. **Где вы разместите объявление о продаже автомобиля?**,2. **Где вы разместите объявление о продаже автомобиля?**,3. **Есть ли в вашей семье автомобиль?**,6. **Где вы проживаете?**,6. **Где вы проживаете?**,9. **Ваш пол?**,10. **Ваш возраст?**
98,7cdd7ede-9f86-58fc-921a-4b76987a0d55,2019-12-17 16:06:45,2019-12-17 16:07:37,6zq8hMaChwp7M545Ztg3xJ,да,"'amm.ru
avito
drom.ru",,auto.ru,avito.ru,,,"Да, я его вожу",в Екатеринбурге,,Мужчина,45-50 лет
99,a21d6188-7bd6-5bfc-bc7a-6dab5e744565,2019-12-17 16:10:17,2019-12-17 16:10:54,6zq8hMaChwp7M545Ztg3xJ,да,"'авито,дром
",,,avito.ru,,,"Да, но я его не вожу",в Екатеринбурге,,Мужчина,18-24 лет
100,0ca7947a-29c0-5fe4-87c5-403b57c9e65d,2019-12-17 17:22:07,2019-12-17 17:23:12,6zq8hMaChwp7M545Ztg3xJ,да,'Авито,,,avito.ru,,,"Да, но я его не вожу",в Екатеринбурге,,Мужчина,Менее 18 лет
101,e9cc5ccd-d3ee-58d8-8319-8681dfb48f05,2019-12-17 17:43:14,2019-12-17 17:43:56,6zq8hMaChwp7M545Ztg3xJ,да,'Е1 автору ,drom.ru,auto.ru,,,,"Да, я его вожу",в Екатеринбурге,,Мужчина,35-44 лет
102,519356f8-4978-5e41-b5cb-8bdb03d80a74,2019-12-17 17:57:41,2019-12-17 17:58:28,6zq8hMaChwp7M545Ztg3xJ,да,"'авито,  дром,  авто. ру",drom.ru,auto.ru,avito.ru,,,"Да, я его вожу",в Екатеринбурге,,Мужчина,25-34 лет
103,ce153787-2299-5173-a09a-6354bb0dd996,2019-12-17 18:06:02,2019-12-17 18:06:36,6zq8hMaChwp7M545Ztg3xJ,да,'Авито,,,avito.ru,,,"Да, я его вожу",в Екатеринбурге,,Мужчина,35-44 лет
104,9b2911dc-72ce-5333-b1a2-23c7fe608fc8,2019-12-17 18:17:41,2019-12-17 18:18:18,6zq8hMaChwp7M545Ztg3xJ,да,"'Дром, авито, авто",drom.ru,auto.ru,avito.ru,,,"Да, я его вожу",в Екатеринбурге,,Мужчина,25-34 лет
105,d5e32827-b5bf-5357-b03e-beff4a1bcb48,2019-12-17 18:21:36,2019-12-17 18:23:37,6zq8hMaChwp7M545Ztg3xJ,да,'Avto.ru,,auto.ru,,,,Нет,в Екатеринбурге,,Мужчина,45-50 лет
106,fd5790dc-7285-5cb2-85a8-77eec4af8b6e,2019-12-17 18:32:25,2019-12-17 18:33:06,6zq8hMaChwp7M545Ztg3xJ,да,'авто.ру,drom.ru,auto.ru,,,,"Да, я его вожу",в Екатеринбурге,,Мужчина,35-44 лет
107,8c996941-d7ab-53c7-ae53-f3446d56062f,2019-12-17 18:41:47,2019-12-17 18:42:22,6zq8hMaChwp7M545Ztg3xJ,да,"'auto
avito",,auto.ru,avito.ru,,,"Да, я его вожу",в Екатеринбурге,,Мужчина,45-50 лет
108,7eac35f4-b86e-5d6f-a9eb-a1963f078f14,2019-12-17 18:42:45,2019-12-17 18:43:32,6zq8hMaChwp7M545Ztg3xJ,да,'auto.ru,drom.ru,auto.ru,,,,"Да, я его вожу",в Екатеринбурге,,Мужчина,35-44 лет
109,2b16e91a-ab13-53be-a0ac-48459cea313b,2019-12-17 18:48:12,2019-12-17 18:48:42,6zq8hMaChwp7M545Ztg3xJ,да,'Autospot,drom.ru,auto.ru,avito.ru,,,"Да, я его вожу",в Свердловской области,,Мужчина,18-24 лет
110,a345f97a-c595-5ae5-b261-ed84abb00ca0,2019-12-17 18:52:30,2019-12-17 18:52:55,6zq8hMaChwp7M545Ztg3xJ,да,'Авито,,auto.ru,,,,Нет,в Екатеринбурге,,Мужчина,35-44 лет
111,d7a2e6be-0cfb-5523-9f5d-a066f19614e7,2019-12-17 18:54:38,2019-12-17 18:54:59,6zq8hMaChwp7M545Ztg3xJ,да,'Ишмгршкяпгнч,,,avito.ru,,,"Да, но я его не вожу",в Свердловской области,,Мужчина,35-44 лет
112,23508e9b-e464-57a3-8927-682d93a53a0a,2019-12-17 18:55:30,2019-12-17 18:56:50,6zq8hMaChwp7M545Ztg3xJ,да,'Авито,,,avito.ru,,,"Да, я его вожу",в Свердловской области,,Мужчина,25-34 лет
113,93558715-884c-5afc-870c-9e1a7379687a,2019-12-17 18:58:13,2019-12-17 18:59:11,6zq8hMaChwp7M545Ztg3xJ,да,"'Авто.ру, дром.ру, авито",drom.ru,auto.ru,,,,"Да, я его вожу",в Екатеринбурге,,Мужчина,18-24 лет
114,5492c8cc-eebd-51ae-973c-46af8b85067a,2019-12-17 19:06:21,2019-12-17 19:07:31,6zq8hMaChwp7M545Ztg3xJ,да,'Авто.ру,,auto.ru,,,,"Да, я его вожу",в Екатеринбурге,,Мужчина,25-34 лет
115,cbeb2327-46c5-5dc3-b03f-4613ab95932a,2019-12-17 19:06:34,2019-12-17 19:07:37,6zq8hMaChwp7M545Ztg3xJ,да,'avito,drom.ru,auto.ru,avito.ru,,,"Да, я его вожу",в Екатеринбурге,,Мужчина,25-34 лет
116,a8607f5f-58f0-5acb-a83a-53adada178fc,2019-12-17 19:09:06,2019-12-17 19:09:28,6zq8hMaChwp7M545Ztg3xJ,да,'авто,drom.ru,auto.ru,avito.ru,,,"Да, я его вожу",в Екатеринбурге,,Мужчина,35-44 лет
117,c95e6f76-9468-5c28-be7e-6e20df5ba52b,2019-12-17 19:37:57,2019-12-17 19:39:12,6zq8hMaChwp7M545Ztg3xJ,да,'Авито,,,avito.ru,,,"Да, но я его не вожу",в Свердловской области,,Мужчина,35-44 лет
118,2cd23cc7-67b6-58eb-94df-4ea435430d48,2019-12-17 19:57:22,2019-12-17 19:57:44,6zq8hMaChwp7M545Ztg3xJ,да,'е1,drom.ru,auto.ru,avito.ru,,,"Да, я его вожу",в Екатеринбурге,,Мужчина,35-44 лет
119,d00f1ef2-17b0-5201-a67c-26120d6fad7f,2019-12-17 19:57:52,2019-12-17 19:58:15,6zq8hMaChwp7M545Ztg3xJ,да,'дром,drom.ru,,,,,"Да, я его вожу",в Екатеринбурге,,Мужчина,25-34 лет
120,8d2b0b74-2a1f-5ba3-9df0-bfed538898f2,2019-12-17 20:02:46,2019-12-17 20:04:01,6zq8hMaChwp7M545Ztg3xJ,да,"'auto.ru
Яндекс авто
авито",drom.ru,auto.ru,,,,"Да, но я его не вожу",в Екатеринбурге,,Мужчина,18-24 лет
121,70e3c803-7e7a-5ade-a808-5299d6830313,2019-12-17 20:09:13,2019-12-17 20:09:55,6zq8hMaChwp7M545Ztg3xJ,да,'Е1,,auto.ru,avito.ru,,,"Да, я его вожу",в Екатеринбурге,,Мужчина,45-50 лет
122,9f0b4edd-9a9e-549f-a4e1-a63aa94c3eb9,2019-12-17 20:42:35,2019-12-17 20:43:18,6zq8hMaChwp7M545Ztg3xJ,да,'авто ру,,auto.ru,,,,"Да, я его вожу",в Екатеринбурге,,Мужчина,25-34 лет
123,c6d426dc-b340-51f4-8c51-1a6fed181241,2019-12-17 20:51:07,2019-12-17 20:51:50,6zq8hMaChwp7M545Ztg3xJ,да,'Автору,,auto.ru,,,,Нет,в Свердловской области,,Мужчина,18-24 лет
124,f6156cfe-8335-5e99-83a2-8b93844a8657,2019-12-17 21:11:14,2019-12-17 21:11:34,6zq8hMaChwp7M545Ztg3xJ,да,"'авито, дром",drom.ru,auto.ru,avito.ru,,,"Да, я его вожу",в Екатеринбурге,,Мужчина,35-44 лет
125,a6407836-2a79-505a-8a10-02044ae543e7,2019-12-17 21:13:38,2019-12-17 21:14:20,6zq8hMaChwp7M545Ztg3xJ,да,'avito.ru,,,avito.ru,,,"Да, я его вожу",в Екатеринбурге,,Мужчина,35-44 лет
126,e6944b08-f78f-56fb-9581-74334ec501e4,2019-12-17 21:27:19,2019-12-17 21:28:56,6zq8hMaChwp7M545Ztg3xJ,да,"'auto.ru, ekaterinburg.drom.ru
",drom.ru,auto.ru,avito.ru,,,Нет,в Екатеринбурге,,Мужчина,18-24 лет
127,d459e7c2-8ebe-5925-9918-4e4874d77952,2019-12-17 21:31:27,2019-12-17 21:32:19,6zq8hMaChwp7M545Ztg3xJ,да,'Avito,,,avito.ru,,,Нет,в Екатеринбурге,,Мужчина,35-44 лет
128,4e18018c-9bd4-5649-9794-2e915bf6705d,2019-12-17 21:51:18,2019-12-17 21:52:23,6zq8hMaChwp7M545Ztg3xJ,да,"'Avito, E1",drom.ru,,avito.ru,,,"Да, я его вожу",в Екатеринбурге,,Мужчина,35-44 лет
129,9460609a-ea8a-5b20-b856-d8cf2284a97c,2019-12-17 21:56:46,2019-12-17 21:57:20,6zq8hMaChwp7M545Ztg3xJ,да,"'авто ру
авито
юла",drom.ru,auto.ru,avito.ru,,,"Да, я его вожу",в Свердловской области,,Мужчина,25-34 лет
130,34486572-0c04-5b02-bb3c-1f461927bf7c,2019-12-17 22:09:03,2019-12-17 22:09:44,6zq8hMaChwp7M545Ztg3xJ,да,'рено,,,avito.ru,,,"Да, я его вожу",в Екатеринбурге,,Мужчина,25-34 лет
131,f26d1818-5620-58f9-b576-f181b7ba9b3c,2019-12-17 22:10:17,2019-12-17 22:11:13,6zq8hMaChwp7M545Ztg3xJ,да,'Avito,,auto.ru,avito.ru,,,"Да, но я его не вожу",Другое (впишите свой вариант),Санкт-Петербург,Мужчина,25-34 лет
132,ccc3398d-b7e6-5c74-bce5-94f3f9b0670a,2019-12-17 22:14:35,2019-12-17 22:15:54,6zq8hMaChwp7M545Ztg3xJ,да,"'Auto.ru
Avito.ru
ula.ru",,,,autostart.ru,autostart.ru,"Да, я его вожу",в Екатеринбурге,,Мужчина,35-44 лет
133,9df709dc-0bba-52bf-9feb-1e6efc9e4821,2019-12-17 22:31:00,2019-12-17 22:31:30,6zq8hMaChwp7M545Ztg3xJ,да,'Avito,,auto.ru,,,,"Да, но я его не вожу",в Екатеринбурге,,Мужчина,18-24 лет
134,75cecbb4-0333-529b-a111-d03469b4b73c,2019-12-17 22:35:51,2019-12-17 22:36:51,6zq8hMaChwp7M545Ztg3xJ,да,'Дром е1 автору,drom.ru,auto.ru,avito.ru,,,"Да, я его вожу",в Екатеринбурге,,Мужчина,25-34 лет
135,9b852959-4000-50dd-9d66-0cac42d799fe,2019-12-17 23:34:17,2019-12-18 00:11:34,6zq8hMaChwp7M545Ztg3xJ,да,'DROM.RU avito.ru  AUto.e1.ru,drom.ru,auto.ru,,,,Нет,в Екатеринбурге,,Мужчина,35-44 лет
136,1148aa6b-986f-5cef-8aa6-d5882c2671b3,2019-12-18 04:52:58,2019-12-18 04:53:32,6zq8hMaChwp7M545Ztg3xJ,да,"'Авито, auto.ru, e1",drom.ru,auto.ru,avito.ru,,,"Да, я его вожу",в Екатеринбурге,,Мужчина,35-44 лет
137,a2da3112-1d70-546f-8776-b5deb2a13855,2019-12-18 06:00:59,2019-12-18 06:03:20,6zq8hMaChwp7M545Ztg3xJ,да,"'Авито , авто ру",,auto.ru,avito.ru,,,"Да, но я его не вожу",в Екатеринбурге,,Мужчина,18-24 лет
138,649f60cb-a426-554e-bf8e-f40dd490345c,2019-12-18 06:33:20,2019-12-18 06:34:09,6zq8hMaChwp7M545Ztg3xJ,да,'Азон авито дром ,drom.ru,auto.ru,avito.ru,,,"Да, я его вожу",в Екатеринбурге,,Мужчина,35-44 лет
139,fba43396-fd2e-57c9-aa35-f2946d8adfc0,2019-12-18 07:56:13,2019-12-18 07:56:58,6zq8hMaChwp7M545Ztg3xJ,да,'Авито,,auto.ru,avito.ru,,,"Да, я его вожу",в Екатеринбурге,,Мужчина,25-34 лет
140,d1bb0b19-bd38-5044-af26-baa6ec0b19b6,2019-12-18 08:11:06,2019-12-18 08:11:45,6zq8hMaChwp7M545Ztg3xJ,да,"'авто,ру",,auto.ru,avito.ru,,,"Да, но я его не вожу",в Екатеринбурге,,Мужчина,35-44 лет
141,56ee0232-878c-5216-aff0-3d19603e23c7,2019-12-18 08:11:59,2019-12-18 08:12:32,6zq8hMaChwp7M545Ztg3xJ,да,'авито,,auto.ru,avito.ru,,,"Да, я его вожу",в Екатеринбурге,,Мужчина,35-44 лет
142,afd91fa6-1a77-50ff-be99-0df5b05a128a,2019-12-18 09:35:02,2019-12-18 09:35:41,6zq8hMaChwp7M545Ztg3xJ,да,'авито,drom.ru,auto.ru,avito.ru,,,"Да, я его вожу",в Екатеринбурге,,Мужчина,35-44 лет
143,c65bc400-1df5-56db-b438-9a3773d1bc00,2019-12-18 10:55:04,2019-12-18 10:56:04,6zq8hMaChwp7M545Ztg3xJ,да,"'дром, авито , ",drom.ru,auto.ru,avito.ru,,,"Да, но я его не вожу",в Екатеринбурге,,Мужчина,25-34 лет
144,30250783-cf30-511e-b4b0-d15186f6dc57,2019-12-18 11:20:23,2019-12-18 11:20:46,6zq8hMaChwp7M545Ztg3xJ,да,'авито,,,avito.ru,,,Нет,в Екатеринбурге,,Мужчина,35-44 лет
145,0f5aec02-334f-5f02-8044-d3b97171da8c,2019-12-18 11:59:07,2019-12-18 11:59:38,6zq8hMaChwp7M545Ztg3xJ,да,"'авито
",,,avito.ru,,,Нет,в Екатеринбурге,,Мужчина,35-44 лет
146,7df09859-ec4b-5bdc-97e6-350ed20f813d,2019-12-18 12:03:24,2019-12-18 12:13:20,6zq8hMaChwp7M545Ztg3xJ,да,"'Авито, Авто.ру, Е1.ру",drom.ru,auto.ru,avito.ru,Е1,Е1,"Да, но я его не вожу",в Екатеринбурге,,Мужчина,35-44 лет
147,13949e72-1ce4-5ba5-bfb6-0eb54041f00c,2019-12-18 12:05:57,2019-12-18 12:06:33,6zq8hMaChwp7M545Ztg3xJ,да,'Дром.ру авито ,drom.ru,auto.ru,avito.ru,,,"Да, я его вожу",в Екатеринбурге,,Мужчина,18-24 лет
148,344bfa26-8f18-5b51-b202-e64378af833c,2019-12-18 12:16:30,2019-12-18 12:17:01,6zq8hMaChwp7M545Ztg3xJ,да,'Drom.ru,drom.ru,,,,,Нет,в Екатеринбурге,,Мужчина,45-50 лет
149,8d7c8e60-fedd-5db0-b1e5-6d0ae9636665,2019-12-18 12:57:49,2019-12-18 12:59:07,6zq8hMaChwp7M545Ztg3xJ,да,"'Авито,drom, auto.ru",drom.ru,auto.ru,,,,"Да, я его вожу",в Екатеринбурге,,Мужчина,18-24 лет
150,a3b93746-e1eb-5df2-9e4f-bdbb85029fac,2019-12-18 13:00:11,2019-12-18 13:01:13,6zq8hMaChwp7M545Ztg3xJ,да,'Авто. Ру дром. Ру,drom.ru,auto.ru,avito.ru,Юла,Юла,Нет,в Екатеринбурге,,Мужчина,35-44 лет
151,96c9e4ef-3ae9-564b-9255-aea8ff06ff7c,2019-12-18 13:19:55,2019-12-18 13:20:27,6zq8hMaChwp7M545Ztg3xJ,да,"'авто.ру
дром",drom.ru,auto.ru,avito.ru,,,"Да, но я его не вожу",в Екатеринбурге,,Мужчина,35-44 лет
152,7aca962f-d439-5213-bae3-e3cef7c53050,2019-12-18 14:13:48,2019-12-18 14:14:44,6zq8hMaChwp7M545Ztg3xJ,да,"'ДРОМ РУ, авито",drom.ru,auto.ru,avito.ru,,,"Да, я его вожу",в Екатеринбурге,,Мужчина,25-34 лет
153,0c8ab38a-5f7f-5b56-9033-57208d0a5da3,2019-12-18 14:47:41,2019-12-18 14:48:25,6zq8hMaChwp7M545Ztg3xJ,да,"'авто.ру
дром.ру",drom.ru,auto.ru,,,,"Да, я его вожу",в Екатеринбурге,,Мужчина,45-50 лет
154,55f8ccaa-8bde-5920-aeba-69afd2f06fbb,2019-12-18 14:58:30,2019-12-18 14:59:08,6zq8hMaChwp7M545Ztg3xJ,да,'Auto.ru,,auto.ru,,,,Нет,в Екатеринбурге,,Мужчина,18-24 лет
155,b3163fa6-6675-5e5c-9518-272eb7f24556,2019-12-18 15:20:43,2019-12-18 15:22:04,6zq8hMaChwp7M545Ztg3xJ,да,'Авито юла Дром ,drom.ru,auto.ru,,,,"Да, я его вожу",в Свердловской области,,Мужчина,35-44 лет
156,5897586f-9c56-5490-90bf-05ad2365ce27,2019-12-18 15:24:27,2019-12-18 15:25:29,6zq8hMaChwp7M545Ztg3xJ,да,"'Avito.ru, avto.ru",,auto.ru,avito.ru,,,"Да, я его вожу",в Екатеринбурге,,Мужчина,35-44 лет
157,b8c9d20e-15d6-5fef-83c4-2224b30afcf2,2019-12-18 15:50:44,2019-12-18 15:51:11,6zq8hMaChwp7M545Ztg3xJ,да,"'автору
дромру",drom.ru,auto.ru,avito.ru,,,"Да, я его вожу",в Екатеринбурге,,Мужчина,35-44 лет
158,0f1f62fd-3c4b-52cd-97f6-1fe38b7b37a7,2019-12-18 16:10:47,2019-12-18 16:11:48,6zq8hMaChwp7M545Ztg3xJ,да,'авто.ру,drom.ru,auto.ru,avito.ru,,,"Да, я его вожу",в Екатеринбурге,,Мужчина,35-44 лет
159,b33e34b0-1aff-559e-af58-1c9ff63ee4e7,2019-12-18 16:13:32,2019-12-18 16:13:59,6zq8hMaChwp7M545Ztg3xJ,да,'сикюкг,,,avito.ru,,,"Да, я его вожу",в Екатеринбурге,,Мужчина,35-44 лет
160,15b5e2c5-54b0-5f19-af7d-b3e65dd84d9c,2019-12-18 16:32:29,2019-12-18 16:33:17,6zq8hMaChwp7M545Ztg3xJ,да,"'авито, авто ру, дром",drom.ru,auto.ru,avito.ru,,,"Да, я его вожу",в Екатеринбурге,,Мужчина,35-44 лет
161,ece804bd-db2c-567f-a895-9220401d74c5,2019-12-18 16:32:52,2019-12-18 16:33:16,6zq8hMaChwp7M545Ztg3xJ,да,'авито авто ру ,drom.ru,auto.ru,avito.ru,,,"Да, я его вожу",в Екатеринбурге,,Мужчина,25-34 лет
162,30e118ab-e6a0-5776-8236-ef9d140f465d,2019-12-18 16:40:11,2019-12-18 16:40:52,6zq8hMaChwp7M545Ztg3xJ,да,'avto.ru,,auto.ru,avito.ru,,,"Да, я его вожу",в Екатеринбурге,,Мужчина,45-50 лет
163,ab093fc0-bd31-51a4-a9c0-284affbe35cf,2019-12-18 16:59:59,2019-12-18 17:01:14,6zq8hMaChwp7M545Ztg3xJ,да,"'е1
дром ру
авто ру",drom.ru,auto.ru,avito.ru,,,"Да, я его вожу",в Екатеринбурге,,Мужчина,45-50 лет
164,ee591438-bad0-54cd-bdc2-aa712feda01d,2019-12-18 21:02:27,2019-12-18 21:04:34,6zq8hMaChwp7M545Ztg3xJ,да,'Avto.ru drom.ru avtocid.ru harada.ru,,auto.ru,,,,Нет,в Екатеринбурге,,Мужчина,18-24 лет
165,2705f633-d54e-5203-b07c-75d2e2e695ee,2019-12-18 22:41:12,2019-12-18 22:41:58,6zq8hMaChwp7M545Ztg3xJ,да,'авито е1 ,,,avito.ru,,,Нет,в Екатеринбурге,,Мужчина,45-50 лет
166,eb53065b-b261-5eea-9beb-650c914dbb03,2019-12-18 23:35:53,2019-12-18 23:36:42,6zq8hMaChwp7M545Ztg3xJ,да,"'Авито, дром",drom.ru,,avito.ru,,,"Да, я его вожу",в Свердловской области,,Мужчина,18-24 лет
167,bfc361ea-b1b0-54b5-88f0-dcc6580c6171,2019-12-19 00:57:35,2019-12-19 00:58:29,6zq8hMaChwp7M545Ztg3xJ,да,'Auto.ru,,auto.ru,,,,"Да, но я его не вожу",в Свердловской области,,Мужчина,18-24 лет
168,1d3461db-72be-5792-82e4-9d5fa1e121ac,2019-12-19 05:56:21,2019-12-19 05:57:15,6zq8hMaChwp7M545Ztg3xJ,да,"'Auto.ru
Avito",,auto.ru,,,,"Да, я его вожу",в Екатеринбурге,,Мужчина,35-44 лет
169,49a2f458-d454-5626-9dcc-47d3d48dc264,2019-12-19 07:07:34,2019-12-19 07:08:18,6zq8hMaChwp7M545Ztg3xJ,да,"'авто.ру, авито, дром.ру",,auto.ru,avito.ru,,,"Да, я его вожу",в Екатеринбурге,,Мужчина,18-24 лет
170,96d4fc20-d75f-5144-9d6e-e173d49b28c8,2019-12-19 09:28:17,2019-12-19 09:29:41,6zq8hMaChwp7M545Ztg3xJ,да,"'авито, Е66, из рук в руки",drom.ru,auto.ru,avito.ru,,,"Да, я его вожу",в Екатеринбурге,,Мужчина,35-44 лет
171,d37e0e3c-12a5-5ff8-a787-8f8eeb34a8eb,2019-12-19 11:23:00,2019-12-19 11:23:49,6zq8hMaChwp7M545Ztg3xJ,да,'Карпрайс Авито,drom.ru,auto.ru,avito.ru,,,"Да, я его вожу",в Екатеринбурге,,Мужчина,45-50 лет
172,f90d86a7-2b39-5604-b5f4-c0f967b30c0d,2019-12-19 12:11:46,2019-12-19 12:13:48,6zq8hMaChwp7M545Ztg3xJ,да,'дром ру.юла.из рук в руки. авито,drom.ru,auto.ru,avito.ru,,,"Да, я его вожу",в Екатеринбурге,,Мужчина,35-44 лет
173,d819b9da-b280-5707-9396-7ec527df4590,2019-12-19 12:14:27,2019-12-19 12:15:54,6zq8hMaChwp7M545Ztg3xJ,да,'Авито Дром е1,drom.ru,,,Е1,Е1,Нет,в Екатеринбурге,,Мужчина,18-24 лет
174,e6fa88a1-8587-599b-9133-78d23c3d1f2e,2019-12-19 13:05:50,2019-12-19 13:06:22,6zq8hMaChwp7M545Ztg3xJ,да,'Авто ру,drom.ru,auto.ru,avito.ru,,,"Да, я его вожу",в Екатеринбурге,,Мужчина,45-50 лет
175,6134bbc8-5730-5eee-84c0-3ac2c6b230a8,2019-12-19 14:38:11,2019-12-19 14:39:18,6zq8hMaChwp7M545Ztg3xJ,да,'Авто ру ,drom.ru,auto.ru,avito.ru,,,"Да, я его вожу",в Екатеринбурге,,Мужчина,35-44 лет
176,3adc4fd1-210b-5741-92ee-3f7989fcc2f5,2019-12-19 15:47:00,2019-12-19 15:47:43,6zq8hMaChwp7M545Ztg3xJ,да,'авто.ру,drom.ru,auto.ru,avito.ru,,,"Да, я его вожу",в Екатеринбурге,,Мужчина,35-44 лет
177,f424d591-5dfc-5fff-9f0a-50344cc633c2,2019-12-19 17:42:03,2019-12-19 17:42:48,6zq8hMaChwp7M545Ztg3xJ,да,'Авито. Авто. Ру,,auto.ru,avito.ru,,,Нет,в Свердловской области,,Мужчина,35-44 лет
178,efa9bf22-cdb7-5c96-84ec-bdb749e717e3,2019-12-19 17:54:56,2019-12-19 17:55:33,6zq8hMaChwp7M545Ztg3xJ,да,'Авито авто ру,,,avito.ru,,,"Да, я его вожу",в Екатеринбурге,,Мужчина,35-44 лет
179,349bc25a-eb93-5d70-ab7b-c4870b4a79b8,2019-12-19 18:14:28,2019-12-19 18:14:48,6zq8hMaChwp7M545Ztg3xJ,да,'авто ру,,auto.ru,,,,"Да, я его вожу",в Екатеринбурге,,Мужчина,25-34 лет
180,12af3fce-ae34-5c56-ab35-2adbea106c47,2019-12-19 20:14:27,2019-12-19 20:15:49,6zq8hMaChwp7M545Ztg3xJ,да,"'авто.ру
дром.ру
авито
юла",,auto.ru,,,,"Да, я его вожу",в Екатеринбурге,,Мужчина,35-44 лет
181,2a113fff-aff5-5e47-989a-8aef121eefff,2019-12-19 21:41:53,2019-12-19 21:42:21,6zq8hMaChwp7M545Ztg3xJ,да,'авито,drom.ru,auto.ru,avito.ru,,,"Да, я его вожу",в Екатеринбурге,,Мужчина,45-50 лет
182,af452b15-af36-5648-892f-50ab7600943a,2019-12-19 21:55:53,2019-12-19 21:56:24,6zq8hMaChwp7M545Ztg3xJ,да,'Авто. Ру дром. Ру,drom.ru,auto.ru,,,,"Да, но я его не вожу",в Свердловской области,,Мужчина,Менее 18 лет
183,121e9f2b-2620-51d6-93a6-372e5494af0a,2019-12-19 23:21:36,2019-12-19 23:22:09,6zq8hMaChwp7M545Ztg3xJ,да,'Дром ру,drom.ru,,,,,"Да, я его вожу",в Свердловской области,,Мужчина,18-24 лет
184,1bc63105-60b1-5f59-848e-5bb7376b8442,2019-12-20 06:17:08,2019-12-20 06:17:39,6zq8hMaChwp7M545Ztg3xJ,да,'Avto.ru,drom.ru,auto.ru,avito.ru,,,"Да, я его вожу",в Екатеринбурге,,Мужчина,35-44 лет
185,6a10c489-b72d-58cb-8697-703314d28525,2019-12-20 07:03:39,2019-12-20 07:04:08,6zq8hMaChwp7M545Ztg3xJ,да,'авито,,auto.ru,avito.ru,,,"Да, я его вожу",в Екатеринбурге,,Мужчина,45-50 лет
186,c629c3a8-de2d-5be1-8406-8fb39786f0b3,2019-12-20 07:19:32,2019-12-20 07:20:14,6zq8hMaChwp7M545Ztg3xJ,да,"'дром.ру
авто.ру
авито
юла
е1",drom.ru,auto.ru,avito.ru,,,"Да, я его вожу",в Екатеринбурге,,Мужчина,25-34 лет
187,66a54c86-449b-5a15-b2ec-7bad7e486e6e,2019-12-20 07:35:22,2019-12-20 07:36:00,6zq8hMaChwp7M545Ztg3xJ,да,"'cars.ru
avito
irr",drom.ru,auto.ru,avito.ru,,,"Да, я его вожу",в Екатеринбурге,,Мужчина,25-34 лет
188,60bc49dd-5252-5db4-baee-ef35d8cf268f,2019-12-20 08:11:06,2019-12-20 08:12:22,6zq8hMaChwp7M545Ztg3xJ,да,'Auto.ru drom.ru,drom.ru,auto.ru,avito.ru,,,Нет,в Екатеринбурге,,Мужчина,35-44 лет
189,62b37f55-416a-5d3f-a3af-9f02559de999,2019-12-20 08:11:43,2019-12-20 08:12:03,6zq8hMaChwp7M545Ztg3xJ,да,'авито,,,avito.ru,,,Нет,в Екатеринбурге,,Мужчина,25-34 лет
190,7c3f0b4f-2a73-56c0-a42f-bf2743f24cf8,2019-12-20 09:17:11,2019-12-20 09:18:02,6zq8hMaChwp7M545Ztg3xJ,да,'Drom.ru,drom.ru,,avito.ru,,,"Да, но я его не вожу",в Екатеринбурге,,Мужчина,25-34 лет
191,f864f714-0614-54a7-83f8-94ec8195d2b3,2019-12-20 10:00:21,2019-12-20 10:00:56,6zq8hMaChwp7M545Ztg3xJ,да,'авито авто.ру,drom.ru,auto.ru,avito.ru,,,"Да, я его вожу",в Екатеринбурге,,Мужчина,45-50 лет
192,c7390f10-3ca3-50fc-bb68-aee291af9af8,2019-12-20 10:44:58,2019-12-20 10:45:20,6zq8hMaChwp7M545Ztg3xJ,да,'авито,,,avito.ru,,,"Да, я его вожу",в Екатеринбурге,,Мужчина,25-34 лет
193,0cc2f369-63ef-562c-97b4-e4dd39bd577e,2019-12-20 11:45:47,2019-12-20 11:46:18,6zq8hMaChwp7M545Ztg3xJ,да,"'дром.ру, авито",drom.ru,auto.ru,avito.ru,,,"Да, я его вожу",в Екатеринбурге,,Мужчина,45-50 лет
194,1ea97674-4ff8-57cf-a79b-918e702c5c90,2019-12-20 11:55:40,2019-12-20 11:56:45,6zq8hMaChwp7M545Ztg3xJ,да,'Е1,,,avito.ru,,,Нет,в Екатеринбурге,,Мужчина,35-44 лет
195,44581c5c-02bd-5b3a-9c51-798d925a7b2e,2019-12-20 12:12:50,2019-12-20 12:13:32,6zq8hMaChwp7M545Ztg3xJ,да,'Авто ру,drom.ru,auto.ru,avito.ru,,,"Да, но я его не вожу",в Екатеринбурге,,Мужчина,18-24 лет
196,cd433c76-1e5d-5ddc-8aa9-bf675dc27acc,2019-12-20 12:38:52,2019-12-20 12:39:18,6zq8hMaChwp7M545Ztg3xJ,да,'Авито,drom.ru,,avito.ru,,,"Да, я его вожу",в Екатеринбурге,,Мужчина,35-44 лет
