,id,Время старта,Время финиша,id опроса,Опрос полностью пройден,1. **Какие сайты или мобильные приложения о продаже автомобилей вы знаете?**,2. **Где вы разместите объявление о продаже автомобиля?**,2. **Где вы разместите объявление о продаже автомобиля?**,2. **Где вы разместите объявление о продаже автомобиля?**,2. **Где вы разместите объявление о продаже автомобиля?**,2. **Где вы разместите объявление о продаже автомобиля?**,3. **Есть ли в вашей семье автомобиль?**,6. **Где вы проживаете?**,6. **Где вы проживаете?**,9. **Ваш пол?**,10. **Ваш возраст?**
15,1c1fa269-7855-5ed3-8ce2-74dd70243c18,2019-12-16 14:34:17,2019-12-16 14:35:24,6zq8hMaChwp7M545Ztg3xJ,да,'Авто.ру,drom.ru,auto.ru,,,,"Да, но я его не вожу",в Свердловской области,,Мужчина,45-50 лет
16,72f46407-5202-5341-917f-c6e677547b20,2019-12-16 14:34:39,2019-12-16 14:35:09,6zq8hMaChwp7M545Ztg3xJ,да,"'Авито, дром",drom.ru,auto.ru,avito.ru,,,"Да, я его вожу",в Екатеринбурге,,Мужчина,35-44 лет
17,1771af82-7a8c-5ba5-940f-699aa4af65f7,2019-12-16 14:35:26,2019-12-16 14:36:35,6zq8hMaChwp7M545Ztg3xJ,да,'Drom.ru,drom.ru,,avito.ru,,,"Да, я его вожу",в Екатеринбурге,,Мужчина,35-44 лет
18,b99c2da3-5c37-5dfe-8d09-3e845e7a2252,2019-12-16 14:37:19,2019-12-16 14:37:57,6zq8hMaChwp7M545Ztg3xJ,да,'авито,,,avito.ru,,,"Да, я его вожу",в Екатеринбурге,,Мужчина,45-50 лет
19,02159f0d-47ae-5149-9269-53d547c357a4,2019-12-16 14:56:17,2019-12-16 14:56:56,6zq8hMaChwp7M545Ztg3xJ,да,'Авто ру,,auto.ru,,,,"Да, я его вожу",в Екатеринбурге,,Мужчина,18-24 лет
20,b494e552-9367-5ea1-9c14-9c0ebb0aa445,2019-12-16 15:10:15,2019-12-16 15:10:53,6zq8hMaChwp7M545Ztg3xJ,да,'авито,,,avito.ru,,,"Да, я его вожу",в Екатеринбурге,,Мужчина,45-50 лет
21,841a6006-f1a6-56fc-bf9f-fc09e51364c3,2019-12-16 15:23:38,2019-12-16 15:24:08,6zq8hMaChwp7M545Ztg3xJ,да,'Дром,drom.ru,,,,,"Да, я его вожу",в Екатеринбурге,,Мужчина,35-44 лет
22,58a8fb57-1ffd-5f31-b3e0-abd2f0e387cc,2019-12-16 15:31:34,2019-12-16 15:32:39,6zq8hMaChwp7M545Ztg3xJ,да,'avito,,,avito.ru,,,"Да, но я его не вожу",в Екатеринбурге,,Мужчина,35-44 лет
23,fb935d0d-5a30-5b63-b417-3e4f1f04aee4,2019-12-16 15:59:58,2019-12-16 16:00:54,6zq8hMaChwp7M545Ztg3xJ,да,"'Дром.ру
Авито",drom.ru,auto.ru,avito.ru,,,"Да, я его вожу",в Екатеринбурге,,Мужчина,35-44 лет
24,9919420c-690f-5097-9d22-1fc40488f481,2019-12-16 16:13:06,2019-12-16 16:13:43,6zq8hMaChwp7M545Ztg3xJ,да,'avito,,,avito.ru,,,"Да, я его вожу",в Екатеринбурге,,Мужчина,25-34 лет
25,d6a56fdf-7a61-5c9e-98cb-b494150f21a9,2019-12-16 16:13:08,2019-12-16 16:13:29,6zq8hMaChwp7M545Ztg3xJ,да,'Авто,,auto.ru,avito.ru,,,"Да, я его вожу",в Екатеринбурге,,Мужчина,25-34 лет
26,379b1d35-219f-5e6f-997a-ee9acb5343a6,2019-12-16 16:20:25,2019-12-16 16:21:40,6zq8hMaChwp7M545Ztg3xJ,да,'авто.ру,drom.ru,auto.ru,,,,"Да, я его вожу",в Екатеринбурге,,Мужчина,45-50 лет
27,a46816ac-d166-581c-ba0d-c39b746c52cf,2019-12-16 16:25:58,2019-12-16 16:26:34,6zq8hMaChwp7M545Ztg3xJ,да,'е1,drom.ru,,avito.ru,,,"Да, я его вожу",в Екатеринбурге,,Мужчина,35-44 лет
28,2cd3b2f9-1e15-5b3f-a96f-35898931d483,2019-12-16 16:26:57,2019-12-16 16:27:25,6zq8hMaChwp7M545Ztg3xJ,да,'дром,drom.ru,,,,,"Да, я его вожу",в Екатеринбурге,,Мужчина,35-44 лет
29,c8c50e85-f103-520f-8adc-ba85086b66ad,2019-12-16 16:30:43,2019-12-16 16:32:07,6zq8hMaChwp7M545Ztg3xJ,да,"'дромру, авито",drom.ru,auto.ru,avito.ru,,,"Да, я его вожу",в Екатеринбурге,,Мужчина,35-44 лет
30,e27925cb-29e8-5883-978e-a6917890637c,2019-12-16 16:37:07,2019-12-16 16:37:42,6zq8hMaChwp7M545Ztg3xJ,да,'Дром,drom.ru,auto.ru,,,,"Да, я его вожу",в Екатеринбурге,,Мужчина,35-44 лет
31,13697ce1-8808-525b-854e-0b4855619630,2019-12-16 16:44:47,2019-12-16 16:46:15,6zq8hMaChwp7M545Ztg3xJ,да,"'Авито, яндекс, гугл",drom.ru,auto.ru,avito.ru,,,"Да, я его вожу",в Екатеринбурге,,Мужчина,35-44 лет
32,7ed17598-738a-5a30-b91e-c4b46126be3b,2019-12-16 16:55:20,2019-12-16 16:55:59,6zq8hMaChwp7M545Ztg3xJ,да,"'Дром,авито",drom.ru,,avito.ru,,,"Да, я его вожу",в Екатеринбурге,,Мужчина,25-34 лет
33,cf1eaf12-0ef5-5541-b983-2dbf478bdba5,2019-12-16 17:20:09,2019-12-16 17:20:53,6zq8hMaChwp7M545Ztg3xJ,да,"'Авто, авто.ру, дом.ру",drom.ru,auto.ru,,,,"Да, я его вожу",в Екатеринбурге,,Мужчина,45-50 лет
34,6ba3489e-328e-57aa-a3f2-91c70acb0de4,2019-12-16 17:20:33,2019-12-16 17:21:26,6zq8hMaChwp7M545Ztg3xJ,да,"'droom.ru
auto.ru",drom.ru,auto.ru,,,,"Да, я его вожу",в Екатеринбурге,,Мужчина,45-50 лет
35,c27ed611-ca3b-5599-b2f8-ea1372a19f07,2019-12-16 17:55:05,2019-12-16 17:55:31,6zq8hMaChwp7M545Ztg3xJ,да,'авито,drom.ru,auto.ru,avito.ru,,,"Да, я его вожу",в Екатеринбурге,,Мужчина,35-44 лет
36,d7f877f6-40fa-541c-9795-d408069da81b,2019-12-16 18:03:09,2019-12-16 18:03:37,6zq8hMaChwp7M545Ztg3xJ,да,'Авито,drom.ru,auto.ru,avito.ru,,,"Да, я его вожу",в Екатеринбурге,,Женщина,25-34 лет
37,3405b247-5f6c-5bf2-9795-9675be7afd0f,2019-12-16 18:04:33,2019-12-16 18:05:13,6zq8hMaChwp7M545Ztg3xJ,да,"'Авто. Ру,",,auto.ru,,,,"Да, я его вожу",в Екатеринбурге,,Мужчина,25-34 лет
38,248ef51a-9265-5b26-b74d-151be708f423,2019-12-16 18:07:12,2019-12-16 18:09:45,6zq8hMaChwp7M545Ztg3xJ,да,'дром.ру,drom.ru,auto.ru,,,,"Да, я его вожу",в Екатеринбурге,,Мужчина,35-44 лет
39,c450e04e-5862-5a8e-98e1-85c23b85d52f,2019-12-16 18:08:06,2019-12-16 18:08:49,6zq8hMaChwp7M545Ztg3xJ,да,'Авиито авто ру,,auto.ru,,,,"Да, я его вожу",в Екатеринбурге,,Мужчина,25-34 лет
40,6896d9de-de52-5093-a976-1b4625db1a49,2019-12-16 18:46:50,2019-12-16 18:47:51,6zq8hMaChwp7M545Ztg3xJ,да,"'Авито, Юла, авто.ру",drom.ru,auto.ru,avito.ru,,,"Да, но я его не вожу",в Свердловской области,,Мужчина,Менее 18 лет
41,eb406240-7da1-5573-b621-97111a3495a3,2019-12-16 18:56:56,2019-12-16 18:57:28,6zq8hMaChwp7M545Ztg3xJ,да,'авто ру и дром ру,,auto.ru,,,,Нет,в Екатеринбурге,,Мужчина,35-44 лет
42,f6f98a38-e052-59dd-96a6-8cc7475ba722,2019-12-16 19:00:23,2019-12-16 19:00:58,6zq8hMaChwp7M545Ztg3xJ,да,'авито,,auto.ru,avito.ru,,,"Да, я его вожу",в Екатеринбурге,,Мужчина,35-44 лет
43,898938ed-a4c3-5e29-8f75-9fd2627406da,2019-12-16 19:05:39,2019-12-16 19:07:04,6zq8hMaChwp7M545Ztg3xJ,да,"'auto.ru, drom.ru, avito",drom.ru,,avito.ru,,,Нет,в Екатеринбурге,,Мужчина,25-34 лет
44,308d3a5f-2dc7-5996-a682-5e53e36a8e8f,2019-12-16 19:33:12,2019-12-16 19:33:38,6zq8hMaChwp7M545Ztg3xJ,да,'дром ру,drom.ru,,avito.ru,,,Нет,в Екатеринбурге,,Мужчина,45-50 лет
45,54f51970-542e-5f4b-a079-ccc5b50f1f45,2019-12-16 19:35:07,2019-12-16 19:35:59,6zq8hMaChwp7M545Ztg3xJ,да,'авито,,auto.ru,avito.ru,,,"Да, я его вожу",в Екатеринбурге,,Мужчина,45-50 лет
46,afbfd88f-2e72-5872-b164-12e4d4dca025,2019-12-16 19:50:53,2019-12-16 19:52:13,6zq8hMaChwp7M545Ztg3xJ,да,'дром.ру,drom.ru,auto.ru,avito.ru,,,"Да, я его вожу",в Екатеринбурге,,Мужчина,35-44 лет
47,ca713ba8-1c64-529e-b1f5-864d26e761cc,2019-12-16 19:54:41,2019-12-16 19:55:19,6zq8hMaChwp7M545Ztg3xJ,да,'дром ру авто.ру авито ,drom.ru,auto.ru,avito.ru,,,"Да, я его вожу",в Екатеринбурге,,Мужчина,18-24 лет
48,a500b26e-e111-5da3-afd4-352513e8ef01,2019-12-16 20:02:35,2019-12-16 20:03:16,6zq8hMaChwp7M545Ztg3xJ,да,"'Авито, авто.ру",,,avito.ru,,,"Да, я его вожу",в Екатеринбурге,,Мужчина,35-44 лет
49,d7c62e62-3676-58ef-8a46-ab9a4f758fa9,2019-12-16 20:03:33,2019-12-16 20:04:00,6zq8hMaChwp7M545Ztg3xJ,да,'дром,drom.ru,auto.ru,avito.ru,,,"Да, я его вожу",в Екатеринбурге,,Мужчина,18-24 лет
50,bcdc6fb1-7a42-5822-a4de-557dc32dc6de,2019-12-16 20:08:12,2019-12-16 20:10:23,6zq8hMaChwp7M545Ztg3xJ,да,'авито  дром ру  авто ру,,,avito.ru,,,"Да, я его вожу",в Екатеринбурге,,Мужчина,18-24 лет
51,b63600ab-966a-5c7a-bc04-db696545e70d,2019-12-16 20:14:39,2019-12-16 20:15:36,6zq8hMaChwp7M545Ztg3xJ,да,'Дром. Авто.ру ,drom.ru,,avito.ru,,,"Да, я его вожу",в Екатеринбурге,,Мужчина,25-34 лет
52,391f759c-6889-5fa1-9187-31ac9c323216,2019-12-16 20:16:10,2019-12-16 20:16:28,6zq8hMaChwp7M545Ztg3xJ,да,'авито,drom.ru,,avito.ru,,,Нет,в Екатеринбурге,,Мужчина,25-34 лет
53,bd434bdf-09ad-5ce4-8700-62dcf22825c5,2019-12-16 20:25:05,2019-12-16 20:25:40,6zq8hMaChwp7M545Ztg3xJ,да,'Автору,drom.ru,,,,,Нет,в Екатеринбурге,,Мужчина,25-34 лет
54,40f1fb1c-28d1-5c94-8077-edac087bc06c,2019-12-16 20:26:55,2019-12-16 20:27:21,6zq8hMaChwp7M545Ztg3xJ,да,'авито,drom.ru,auto.ru,avito.ru,,,"Да, я его вожу",в Екатеринбурге,,Мужчина,25-34 лет
55,8f42c276-6440-5243-9704-130c7b53e8dc,2019-12-16 20:32:55,2019-12-16 20:33:32,6zq8hMaChwp7M545Ztg3xJ,да,"'Дром, авто, ",drom.ru,auto.ru,avito.ru,,,"Да, я его вожу",в Екатеринбурге,,Мужчина,35-44 лет
56,e77186ff-2c18-567b-964d-541ba187e43e,2019-12-16 20:40:21,2019-12-16 20:40:43,6zq8hMaChwp7M545Ztg3xJ,да,'авито,drom.ru,auto.ru,avito.ru,,,"Да, я его вожу",в Екатеринбурге,,Мужчина,35-44 лет
57,92f1be9d-c380-50bd-b659-4a376cb5e1f1,2019-12-16 21:18:54,2019-12-16 21:19:27,6zq8hMaChwp7M545Ztg3xJ,да,'Дром,drom.ru,,,,,"Да, я его вожу",в Екатеринбурге,,Мужчина,35-44 лет
58,10262ce6-f594-5e32-8d30-205dd2872f00,2019-12-16 21:20:05,2019-12-16 21:21:21,6zq8hMaChwp7M545Ztg3xJ,да,'дром ру,drom.ru,,,,,"Да, я его вожу",в Екатеринбурге,,Мужчина,35-44 лет
59,9c41823e-4957-515b-87b5-d9b7b33a0f2d,2019-12-16 21:31:18,2019-12-16 21:31:57,6zq8hMaChwp7M545Ztg3xJ,да,"'Автору, авито, юла",,auto.ru,avito.ru,,,"Да, я его вожу",в Екатеринбурге,,Мужчина,18-24 лет
60,9c1c51d7-479e-57b2-9c60-9d81d9838761,2019-12-16 21:37:57,2019-12-16 21:38:40,6zq8hMaChwp7M545Ztg3xJ,да,'Avito.ru,,,avito.ru,,,Нет,в Свердловской области,,Мужчина,18-24 лет
61,1bda59a1-6098-5edf-92b7-ba2081aae1f7,2019-12-16 21:56:02,2019-12-16 21:56:43,6zq8hMaChwp7M545Ztg3xJ,да,'Авто.ру,,auto.ru,,,,"Да, я его вожу",в Екатеринбурге,,Мужчина,25-34 лет
62,d83b54a0-3ed5-553d-923a-99964e5cfa53,2019-12-16 22:04:31,2019-12-16 22:05:17,6zq8hMaChwp7M545Ztg3xJ,да,"'авито, дром, драйв",,,avito.ru,,,"Да, я его вожу",в Екатеринбурге,,Мужчина,18-24 лет
63,89cbe85e-e74b-5deb-8a65-9498fd714f0c,2019-12-17 05:12:18,2019-12-17 05:14:25,6zq8hMaChwp7M545Ztg3xJ,да,'avto.ru  drom.ru,drom.ru,auto.ru,avito.ru,,,"Да, я его вожу",в Екатеринбурге,,Мужчина,35-44 лет
64,fa781310-1506-51c0-be14-37fd850e2b5f,2019-12-17 07:21:53,2019-12-17 07:22:21,6zq8hMaChwp7M545Ztg3xJ,да,'авито,drom.ru,auto.ru,avito.ru,,,"Да, но я его не вожу",в Екатеринбурге,,Мужчина,45-50 лет
65,c8816c0c-1703-55b9-9acd-50a56a57ee28,2019-12-17 07:31:34,2019-12-17 07:32:22,6zq8hMaChwp7M545Ztg3xJ,да,"'Авито
Авто.ру
Дром.ру",drom.ru,auto.ru,avito.ru,,,"Да, я его вожу",в Екатеринбурге,,Мужчина,35-44 лет
66,e80a6886-e3e0-5296-abb5-0d11167d3364,2019-12-17 08:06:29,2019-12-17 08:08:23,6zq8hMaChwp7M545Ztg3xJ,да,"'авито 
дром
авто.ру",drom.ru,auto.ru,avito.ru,,,"Да, я его вожу",в Екатеринбурге,,Мужчина,25-34 лет
67,49cd9982-7f6d-5bed-86bc-0a21c64b3f9a,2019-12-17 09:08:08,2019-12-17 09:09:15,6zq8hMaChwp7M545Ztg3xJ,да,'авито.юла,drom.ru,,avito.ru,,,"Да, но я его не вожу",в Екатеринбурге,,Мужчина,45-50 лет
68,df196103-2047-50b3-98ad-bc1a166c0e42,2019-12-17 09:57:46,2019-12-17 09:58:52,6zq8hMaChwp7M545Ztg3xJ,да,'много,,auto.ru,avito.ru,,,"Да, но я его не вожу",в Екатеринбурге,,Мужчина,35-44 лет
69,8253b79a-7d61-5cd3-9ef6-8d4b44a3b62f,2019-12-17 10:09:26,2019-12-17 10:10:33,6zq8hMaChwp7M545Ztg3xJ,да,"'Авито, авто.ру, юла",,auto.ru,avito.ru,,,"Да, я его вожу",в Екатеринбурге,,Мужчина,25-34 лет
70,5fb70915-0db4-5ad9-bd51-db382f0eeb77,2019-12-17 10:21:40,2019-12-17 10:22:29,6zq8hMaChwp7M545Ztg3xJ,да,'Авито дром юла,drom.ru,auto.ru,avito.ru,,,"Да, я его вожу",в Екатеринбурге,,Мужчина,25-34 лет
71,6b1fccee-1987-56e9-96b2-e0400a0fcacd,2019-12-17 10:42:42,2019-12-17 10:44:01,6zq8hMaChwp7M545Ztg3xJ,да,'drom.ru,drom.ru,,,,,Нет,в Екатеринбурге,,Мужчина,35-44 лет
72,a3439042-c5e3-5558-8ea5-5283a6db622a,2019-12-17 11:19:18,2019-12-18 10:09:19,6zq8hMaChwp7M545Ztg3xJ,да,'авито,drom.ru,,avito.ru,,,"Да, но я его не вожу",в Екатеринбурге,,Мужчина,35-44 лет
73,cb6b07e2-0777-5cbf-b51d-0625e7901254,2019-12-17 11:55:42,2019-12-17 11:56:24,6zq8hMaChwp7M545Ztg3xJ,да,"'Дром,Авито,юла,авто",drom.ru,,avito.ru,,,"Да, я его вожу",в Екатеринбурге,,Мужчина,25-34 лет
74,d01820ee-4d64-5e91-9464-6ff877a12c99,2019-12-17 12:33:26,2019-12-17 12:33:52,6zq8hMaChwp7M545Ztg3xJ,да,"'авито,дром ру",drom.ru,,avito.ru,,,"Да, я его вожу",в Екатеринбурге,,Мужчина,35-44 лет
75,767ebf65-a7a0-59e4-90ba-abff020b029e,2019-12-17 12:41:18,2019-12-17 12:42:17,6zq8hMaChwp7M545Ztg3xJ,да,"'Avito, юла, auto.ru, e1.ru",,auto.ru,avito.ru,E1.ru,E1.ru,"Да, я его вожу",в Екатеринбурге,,Мужчина,25-34 лет
76,f9373d9a-a7c1-505a-9c3c-4b685560fb78,2019-12-17 13:16:11,2019-12-17 13:16:50,6zq8hMaChwp7M545Ztg3xJ,да,'Авито ,,,avito.ru,,,"Да, я его вожу",в Екатеринбурге,,Мужчина,25-34 лет
77,8cb2058d-bf11-5977-bef8-64be8999a2e2,2019-12-17 13:17:44,2019-12-17 13:18:07,6zq8hMaChwp7M545Ztg3xJ,да,'авто.ру,drom.ru,auto.ru,,,,"Да, я его вожу",в Екатеринбурге,,Мужчина,25-34 лет
78,5ff53f8b-96ee-59c7-89e6-799ab7a0ce7d,2019-12-17 13:36:48,2019-12-17 13:37:14,6zq8hMaChwp7M545Ztg3xJ,да,'авито ,,,avito.ru,,,"Да, я его вожу",в Екатеринбурге,,Мужчина,25-34 лет
79,7fb76eb0-df19-53a0-a911-fdc52670050d,2019-12-17 13:38:43,2019-12-17 13:39:57,6zq8hMaChwp7M545Ztg3xJ,да,'дром.ру авито авто.ру,,auto.ru,avito.ru,,,"Да, я его вожу",в Екатеринбурге,,Мужчина,25-34 лет
80,38822d69-efec-536c-9e4b-08b2cc3ee983,2019-12-17 13:43:34,2019-12-17 13:44:30,6zq8hMaChwp7M545Ztg3xJ,да,"'авито,дром,е1",drom.ru,auto.ru,avito.ru,,,"Да, я его вожу",в Екатеринбурге,,Мужчина,35-44 лет
81,6b4a5901-3da5-5e19-93bc-22a38bc22398,2019-12-17 13:44:54,2019-12-17 13:45:25,6zq8hMaChwp7M545Ztg3xJ,да,'avto.ru,drom.ru,auto.ru,avito.ru,,,"Да, я его вожу",в Екатеринбурге,,Мужчина,25-34 лет
82,0bc143ba-7862-513c-81ec-1e011190e614,2019-12-17 13:58:20,2019-12-17 13:58:44,6zq8hMaChwp7M545Ztg3xJ,да,'авто.ру,,auto.ru,avito.ru,,,"Да, я его вожу",в Екатеринбурге,,Мужчина,45-50 лет
83,3b852ab7-8d0a-50be-bb11-55f9a3b324ca,2019-12-17 13:58:23,2019-12-17 13:58:49,6zq8hMaChwp7M545Ztg3xJ,да,'rettertvcbc,drom.ru,,avito.ru,,,"Да, я его вожу",в Екатеринбурге,,Мужчина,35-44 лет
84,0ebe4aa3-256e-5238-afa6-936bd4b0b69a,2019-12-17 13:58:28,2019-12-17 13:58:58,6zq8hMaChwp7M545Ztg3xJ,да,"'афито, ИРР",drom.ru,auto.ru,avito.ru,,,"Да, я его вожу",в Екатеринбурге,,Мужчина,35-44 лет
85,0ddd4797-85d8-5cad-bc82-4646c23670d5,2019-12-17 14:08:24,2019-12-17 14:08:53,6zq8hMaChwp7M545Ztg3xJ,да,'Jebbbd,,auto.ru,,,,"Да, я его вожу",в Екатеринбурге,,Мужчина,18-24 лет
86,30503d58-6846-5c5c-afd1-94c3acc57922,2019-12-17 14:22:59,2019-12-17 14:24:28,6zq8hMaChwp7M545Ztg3xJ,да,'авто ру,,auto.ru,avito.ru,,,"Да, но я его не вожу",в Екатеринбурге,,Мужчина,35-44 лет
87,4731e9c2-1f6b-57be-9fa2-844991e66b25,2019-12-17 14:27:02,2019-12-17 14:27:43,6zq8hMaChwp7M545Ztg3xJ,да,'Droom.ru,drom.ru,auto.ru,avito.ru,,,"Да, я его вожу",в Екатеринбурге,,Мужчина,35-44 лет
88,489307ef-45ab-5d7d-9a4f-d35baf4da294,2019-12-17 14:47:15,2019-12-17 14:47:42,6zq8hMaChwp7M545Ztg3xJ,да,"'Авито, Из рук в руки",,auto.ru,avito.ru,,,"Да, но я его не вожу",в Екатеринбурге,,Мужчина,18-24 лет
89,4525a8e1-06e5-5646-89e6-5404a9979156,2019-12-17 14:49:35,2019-12-17 14:50:15,6zq8hMaChwp7M545Ztg3xJ,да,"'avito.ru
e1.ru
avto.ru",,auto.ru,avito.ru,,,"Да, я его вожу",в Екатеринбурге,,Мужчина,35-44 лет
90,037ad7bf-818b-58be-805e-58bef9f6dc0c,2019-12-17 14:50:40,2019-12-17 14:51:53,6zq8hMaChwp7M545Ztg3xJ,да,'Авито авто.ру,drom.ru,auto.ru,avito.ru,,,"Да, но я его не вожу",в Екатеринбурге,,Мужчина,35-44 лет
91,843562f2-e560-558e-88a2-679d16fe8454,2019-12-17 15:13:54,2019-12-17 15:14:44,6zq8hMaChwp7M545Ztg3xJ,да,'=,drom.ru,,,,,"Да, но я его не вожу",в Екатеринбурге,,Мужчина,25-34 лет
92,8f4b4717-bc39-53dc-8080-6a3f49660f62,2019-12-17 15:30:07,2019-12-17 15:31:01,6zq8hMaChwp7M545Ztg3xJ,да,'авито   авто ру   дром ру  кар прайс,,auto.ru,,,,"Да, я его вожу",в Екатеринбурге,,Мужчина,25-34 лет
93,f747073f-2166-5052-81c8-aab16d3faf42,2019-12-17 15:34:47,2019-12-17 15:35:20,6zq8hMaChwp7M545Ztg3xJ,да,'дром ру  авто ру,drom.ru,auto.ru,avito.ru,,,"Да, я его вожу",в Екатеринбурге,,Мужчина,25-34 лет
94,905121f4-28db-51f9-bf2f-488a12a376a4,2019-12-17 15:35:06,2019-12-18 05:28:01,6zq8hMaChwp7M545Ztg3xJ,да,'Avito,,auto.ru,,,,"Да, но я его не вожу",в Екатеринбурге,,Мужчина,18-24 лет
95,2a325aa6-a993-530f-98e9-825d6ccf278f,2019-12-17 15:56:12,2019-12-17 15:59:19,6zq8hMaChwp7M545Ztg3xJ,да,"'авто ру, дром ру, авито, юла",drom.ru,auto.ru,avito.ru,,,"Да, я его вожу",в Екатеринбурге,,Мужчина,35-44 лет
96,6db7079d-01ac-55d1-ab9d-5805e52a2d53,2019-12-17 15:58:53,2019-12-17 15:59:23,6zq8hMaChwp7M545Ztg3xJ,да,'авто.ру,drom.ru,auto.ru,avito.ru,,,Нет,в Екатеринбурге,,Мужчина,25-34 лет
97,17ab9816-55ae-517f-8e8b-9b9b68868d3b,2019-12-17 16:04:03,2019-12-17 16:04:39,6zq8hMaChwp7M545Ztg3xJ,да,"'авито, автору. дром",drom.ru,auto.ru,avito.ru,,,"Да, я его вожу",в Екатеринбурге,,Мужчина,25-34 лет
