statDate,q1,q2,auto,geo,gender,age,poll
17.12.19 03:47,Е1,auto·ru,"Да, я его вожу",в Екатеринбурге,Мужчина,35-44 лет,ekat01
17.12.19 04:28,Авто ру,auto·ru,"Да, я его вожу",в Екатеринбурге,Мужчина,18-24 лет,ekat01
17.12.19 04:38,Дром. Ру.,drom·ru,"Да, я его вожу",в Екатеринбурге,Мужчина,51 и более лет,ekat01
17.12.19 05:01,"Drom.ru avito, e1",drom·ru,Нет,в Екатеринбурге,Мужчина,25-34 лет,ekat01
17.12.19 05:15,"Авто, Авито","auto·ru, avito·ru","Да, я его вожу",в Екатеринбурге,Мужчина,51 и более лет,ekat01
17.12.19 05:18,Хуйня,Впизде,Нет,Мухосранск,Женщина,51 и более лет,ekat01
17.12.19 05:21,Дром.ру,drom·ru,"Да, я его вожу",в Екатеринбурге,Мужчина,35-44 лет,ekat01
17.12.19 05:34,Не знаю ,avito·ru,Нет,в Екатеринбурге,Мужчина,35-44 лет,ekat01
17.12.19 05:41,Авто ру,auto·ru,Нет,в Свердловской области,Мужчина,25-34 лет,ekat01
17.12.19 05:41,Auto. ru,auto·ru,"Да, я его вожу",в Екатеринбурге,Мужчина,35-44 лет,ekat01
17.12.19 05:48,Авто ру,"drom·ru, auto·ru","Да, но я его не вожу",в Екатеринбурге,Мужчина,51 и более лет,ekat01
17.12.19 05:52,Авто.ру,"drom·ru, auto·ru, avito·ru",Нет,в Екатеринбурге,Мужчина,25-34 лет,ekat01
17.12.19 06:04,Дром,Нигде,"Да, я его вожу",в Екатеринбурге,Мужчина,35-44 лет,ekat01
17.12.19 06:15,T,"drom·ru, auto·ru, avito·ru","Да, я его вожу",в Екатеринбурге,Мужчина,25-34 лет,ekat01
17.12.19 06:18,дром,"drom·ru, auto·ru, avito·ru","Да, но я его не вожу",в Екатеринбурге,Мужчина,45-50 лет,ekat01
17.12.19 06:54,Авито,"drom·ru, auto·ru, avito·ru","Да, я его вожу",в Екатеринбурге,Мужчина,25-34 лет,ekat01
17.12.19 07:10,Никакие,"Не буду размещать, обращусь в автосалон","Да, но я его не вожу",в Екатеринбурге,Женщина,45-50 лет,ekat01
17.12.19 10:04,Е1,Е1,"Да, я его вожу",в Екатеринбурге,Мужчина,25-34 лет,ekat01
17.12.19 11:35,Avito,avito·ru,"Да, но я его не вожу",в Екатеринбурге,Женщина,45-50 лет,ekat01
17.12.19 12:35,Е1,Е1,"Да, я его вожу",в Екатеринбурге,Мужчина,35-44 лет,ekat01
17.12.19 12:39,Авито юла Дром.,"drom·ru, avito·ru","Да, я его вожу",в Екатеринбурге,Мужчина,45-50 лет,ekat01
17.12.19 12:45,Drom.ru,drom·ru,"Да, я его вожу",в Екатеринбурге,Мужчина,35-44 лет,ekat01
17.12.19 13:04,машина ру,auto·ru,"Да, я его вожу",в Свердловской области,Женщина,18-24 лет,ekat01
17.12.19 13:11,"Auto.Ru, drive.Ru","drom·ru, auto·ru, E1.ru","Да, я его вожу",в Екатеринбурге,Мужчина,25-34 лет,ekat01
17.12.19 13:32,"Авто.ру, авито","drom·ru, auto·ru, avito·ru","Да, я его вожу",в Екатеринбурге,Мужчина,25-34 лет,ekat01
17.12.19 13:39,Юла,"drom·ru, auto·ru","Да, я его вожу",в Екатеринбурге,Мужчина,35-44 лет,ekat01
17.12.19 13:42,не знаю,drom·ru,Нет,в Екатеринбурге,Мужчина,35-44 лет,ekat01
17.12.19 15:05,Auto,auto·ru,"Да, я его вожу",в Екатеринбурге,Мужчина,35-44 лет,ekat01
17.12.19 15:23,e1,e1,"Да, я его вожу",в Екатеринбурге,Мужчина,35-44 лет,ekat01
17.12.19 16:02,Никакие,Е1,"Да, я его вожу",в Екатеринбурге,Мужчина,51 и более лет,ekat01
17.12.19 16:37,"Авито, автору, даром, ","drom·ru, auto·ru, avito·ru, Юла",Нет,в Екатеринбурге,Мужчина,18-24 лет,ekat01
17.12.19 17:22,Авито,avito·ru,"Да, но я его не вожу",в Екатеринбурге,Мужчина,51 и более лет,ekat01
17.12.19 18:28,Авто.ру Дром.ру,"drom·ru, auto·ru",Нет,в Екатеринбурге,Мужчина,25-34 лет,ekat01
17.12.19 18:33,Дром.ру,drom·ru,"Да, я его вожу",в Екатеринбурге,Мужчина,35-44 лет,ekat01
17.12.19 18:49,Drom. Ru,drom·ru,"Да, но я его не вожу",в Екатеринбурге,Мужчина,менее 18 лет,ekat01
17.12.19 19:10,Авито ,avito·ru,"Да, я его вожу",в Екатеринбурге,Мужчина,45-50 лет,ekat01
17.12.19 19:42,не знаю,auto·ru,Нет,в Екатеринбурге,Женщина,25-34 лет,ekat01
17.12.19 20:29,Авто ру,auto·ru,"Да, я его вожу",в Екатеринбурге,Мужчина,51 и более лет,ekat01
17.12.19 20:56,"Драйв, Авито, юла, Дром, автору","drom·ru, auto·ru, avito·ru","Да, я его вожу",в Екатеринбурге,Мужчина,35-44 лет,ekat01
17.12.19 21:01,Avito,"drom·ru, avito·ru",Нет,в Екатеринбурге,Мужчина,25-34 лет,ekat01
17.12.19 21:29,Авто ру ,"drom·ru, auto·ru","Да, но я его не вожу",в Екатеринбурге,Мужчина,менее 18 лет,ekat01
17.12.19 22:44,"авто,ру","auto·ru, avito·ru","Да, но я его не вожу",в Екатеринбурге,Мужчина,35-44 лет,ekat01
17.12.19 23:41,Авито,avito·ru,"Да, я его вожу",в Екатеринбурге,Мужчина,45-50 лет,ekat01
18.12.19 00:30,Никаких,drom·ru,Нет,в Екатеринбурге,Мужчина,25-34 лет,ekat01
18.12.19 00:41,Дром,drom·ru,"Да, я его вожу",в Екатеринбурге,Мужчина,25-34 лет,ekat01
18.12.19 00:55,"Авто.ру, Дром","drom·ru, auto·ru","Да, я его вожу",в Екатеринбурге,Мужчина,35-44 лет,ekat01
18.12.19 01:03,Авто.ру,auto·ru,Нет,в Екатеринбурге,Мужчина,45-50 лет,ekat01
18.12.19 01:04,авто.ру,auto·ru,Нет,в Екатеринбурге,Мужчина,35-44 лет,ekat01
18.12.19 01:10,Никакой,drom·ru,Нет,в Екатеринбурге,Мужчина,35-44 лет,ekat01
18.12.19 01:27,Никаких,auto·ru,"Да, но я его не вожу",в Екатеринбурге,Женщина,18-24 лет,ekat01
18.12.19 01:47,Авто.ру,"drom·ru, auto·ru, avito·ru","Да, я его вожу",в Екатеринбурге,Мужчина,35-44 лет,ekat01
18.12.19 01:49,Авито,avito·ru,Нет,в Екатеринбурге,Мужчина,25-34 лет,ekat01
18.12.19 01:53,не знаю,avito·ru,"Да, но я его не вожу",в Екатеринбурге,Мужчина,51 и более лет,ekat01
18.12.19 01:59,"Авто.ру, Дром.ру","drom·ru, auto·ru","Да, я его вожу",в Екатеринбурге,Мужчина,45-50 лет,ekat01
18.12.19 02:40,Д-ром ру авто ,drom·ru,"Да, но я его не вожу",в Екатеринбурге,Мужчина,менее 18 лет,ekat01
18.12.19 02:43,Авито,avito·ru,"Да, я его вожу",в Свердловской области,Мужчина,35-44 лет,ekat01
18.12.19 02:46,Авито,"drom·ru, auto·ru, avito·ru","Да, я его вожу",в Екатеринбурге,Мужчина,18-24 лет,ekat01
18.12.19 02:46,Авито,"drom·ru, auto·ru, avito·ru","Да, я его вожу",в Екатеринбурге,Мужчина,18-24 лет,ekat01
18.12.19 02:48,Авто ру,auto·ru,Нет,в Екатеринбурге,Мужчина,35-44 лет,ekat01
18.12.19 02:55,Е2,avito·ru,Нет,в Свердловской области,Женщина,51 и более лет,ekat01
18.12.19 03:02,По роману без четкого понимания,"drom·ru, avito·ru","Да, я его вожу",в Свердловской области,Женщина,35-44 лет,ekat01
18.12.19 03:17,Е1,"drom·ru, auto·ru","Да, я его вожу",в Екатеринбурге,Мужчина,45-50 лет,ekat01
18.12.19 03:19,Авто ру,"drom·ru, auto·ru, avito·ru","Да, я его вожу",в Екатеринбурге,Мужчина,35-44 лет,ekat01
18.12.19 03:26,Дром.ру,drom·ru,"Да, я его вожу",в Екатеринбурге,Женщина,51 и более лет,ekat01
18.12.19 03:31,Е1,"drom·ru, avito·ru, Е1","Да, я его вожу",в Екатеринбурге,Мужчина,25-34 лет,ekat01
18.12.19 04:03,Авто ру,"drom·ru, auto·ru, avito·ru","Да, я его вожу",в Екатеринбурге,Мужчина,35-44 лет,ekat01
18.12.19 04:06,Дром,drom·ru,Нет,в Екатеринбурге,Мужчина,25-34 лет,ekat01
18.12.19 04:22,Е1,"drom·ru, auto·ru, avito·ru","Да, я его вожу",в Екатеринбурге,Мужчина,51 и более лет,ekat01
18.12.19 04:27,auto.ru. drom. Avito,"drom·ru, auto·ru, avito·ru","Да, я его вожу",в Екатеринбурге,Мужчина,25-34 лет,ekat01
18.12.19 04:39,Автору,auto·ru,"Да, я его вожу",в Екатеринбурге,Мужчина,25-34 лет,ekat01
18.12.19 04:39,Drom.ru auto.ru,"drom·ru, auto·ru","Да, я его вожу",в Екатеринбурге,Мужчина,25-34 лет,ekat01
18.12.19 05:18,авито,"drom·ru, avito·ru",Нет,в Екатеринбурге,Мужчина,35-44 лет,ekat01
18.12.19 05:22,Е1,"avito·ru, Е1","Да, я его вожу",в Екатеринбурге,Мужчина,25-34 лет,ekat01
18.12.19 05:39,Avito.ru,"drom·ru, auto·ru, avito·ru",Нет,в Екатеринбурге,Мужчина,35-44 лет,ekat01
18.12.19 05:42,Авто.ру,"drom·ru, auto·ru",Нет,в Екатеринбурге,Мужчина,25-34 лет,ekat01
18.12.19 05:50,"Дром, Авито","drom·ru, auto·ru, avito·ru","Да, я его вожу",в Екатеринбурге,Мужчина,35-44 лет,ekat01
18.12.19 05:56,Auto. Ru,auto·ru,Нет,в Екатеринбурге,Мужчина,25-34 лет,ekat01
18.12.19 06:34,Автору,avito·ru,"Да, я его вожу",в Екатеринбурге,Мужчина,35-44 лет,ekat01
18.12.19 06:46,"Дром, Авито,авто, юла","drom·ru, auto·ru, avito·ru","Да, я его вожу",в Екатеринбурге,Мужчина,35-44 лет,ekat01
18.12.19 06:51,E1,E1,"Да, я его вожу",в Свердловской области,Мужчина,25-34 лет,ekat01
18.12.19 07:10,Авто ру,auto·ru,"Да, я его вожу",в Екатеринбурге,Мужчина,18-24 лет,ekat01
18.12.19 12:42,"Дром, Авито","drom·ru, avito·ru",Нет,в Свердловской области,Мужчина,18-24 лет,ekat01
18.12.19 14:32,Авто ру,auto·ru,"Да, я его вожу",в Екатеринбурге,Мужчина,25-34 лет,ekat01
18.12.19 15:33,Не знаю,drom·ru,Нет,в Свердловской области,Женщина,25-34 лет,ekat01
18.12.19 15:43,Е1 авто,auto·ru,"Да, я его вожу",в Екатеринбурге,Мужчина,35-44 лет,ekat01
18.12.19 17:12,Drom.ru ,drom·ru,"Да, я его вожу",в Екатеринбурге,Мужчина,25-34 лет,ekat01
18.12.19 17:13,Авито,"drom·ru, avito·ru","Да, я его вожу",в Екатеринбурге,Женщина,51 и более лет,ekat01
18.12.19 17:15,Дром ру,drom·ru,"Да, я его вожу",в Свердловской области,Мужчина,45-50 лет,ekat01
18.12.19 17:21,Авто ру,auto·ru,"Да, я его вожу",в Екатеринбурге,Женщина,45-50 лет,ekat01
18.12.19 17:24,Никаких,Нигде,Нет,в Екатеринбурге,Мужчина,35-44 лет,ekat01
18.12.19 17:47,"Дром, Авито, авто.ру","drom·ru, auto·ru, avito·ru","Да, я его вожу",в Екатеринбурге,Мужчина,51 и более лет,ekat01
18.12.19 17:54,ни один,"drom·ru, auto·ru, avito·ru","Да, я его вожу",в Екатеринбурге,Мужчина,35-44 лет,ekat01
18.12.19 17:58,Д-ром ру,drom·ru,Нет,в Екатеринбурге,Мужчина,35-44 лет,ekat01
18.12.19 18:05,"Дром ру, е1, юла, Авито,авто ру","drom·ru, auto·ru",Нет,в Екатеринбурге,Мужчина,25-34 лет,ekat01
18.12.19 18:11,"Е1, авто.ру сайты салонов","drom·ru, auto·ru","Да, я его вожу",в Екатеринбурге,Женщина,35-44 лет,ekat01
18.12.19 18:13,drom.ru auto.ru avito.ru,"drom·ru, auto·ru, avito·ru","Да, я его вожу",в Екатеринбурге,Мужчина,25-34 лет,ekat01
18.12.19 18:15,авитио,"drom·ru, auto·ru, avito·ru","Да, я его вожу",в Екатеринбурге,Мужчина,25-34 лет,ekat01
18.12.19 18:34,DROM,"drom·ru, avito·ru","Да, я его вожу",в Екатеринбурге,Мужчина,51 и более лет,ekat01
18.12.19 18:38,Незнаю,Залупа,Нет,Ершово,Женщина,менее 18 лет,ekat01
18.12.19 18:42,Авито,"drom·ru, avito·ru","Да, но я его не вожу",в Екатеринбурге,Мужчина,45-50 лет,ekat01
18.12.19 18:42,"Авито, drom. Ru, ","drom·ru, auto·ru, avito·ru","Да, но я его не вожу",в Екатеринбурге,Мужчина,менее 18 лет,ekat01
18.12.19 19:09,Avito,avito·ru,"Да, я его вожу",в Екатеринбурге,Мужчина,51 и более лет,ekat01
18.12.19 19:17,нет,нет,Нет,нет,Мужчина,менее 18 лет,ekat01
18.12.19 19:31,Не помню,drom·ru,"Да, но я его не вожу",в Екатеринбурге,Мужчина,18-24 лет,ekat01
18.12.19 19:38,Авто ру,"drom·ru, auto·ru","Да, я его вожу",в Екатеринбурге,Мужчина,45-50 лет,ekat01
18.12.19 19:43,дром,"drom·ru, avito·ru",Нет,в Екатеринбурге,Мужчина,45-50 лет,ekat01
18.12.19 19:44,Авито авто.,"drom·ru, auto·ru, avito·ru",Нет,в Екатеринбурге,Мужчина,18-24 лет,ekat01
18.12.19 19:50,Auto.ru avito,"drom·ru, auto·ru, avito·ru","Да, я его вожу",в Екатеринбурге,Мужчина,35-44 лет,ekat01
18.12.19 19:51,Не знаю,У меня нет автомобиля,Нет,в Екатеринбурге,Женщина,51 и более лет,ekat01
18.12.19 19:53,Никаких,Нигде,Нет,в Екатеринбурге,Мужчина,35-44 лет,ekat01
18.12.19 19:57,"Авто ру, драйв, авито","drom·ru, auto·ru, avito·ru","Да, я его вожу",в Екатеринбурге,Мужчина,18-24 лет,ekat01
18.12.19 19:58,все гавано,auto·ru,"Да, я его вожу",в Екатеринбурге,Мужчина,45-50 лет,ekat01
18.12.19 19:58,"Дром ру, е1,","drom·ru, auto·ru, avito·ru",Нет,в Екатеринбурге,Мужчина,35-44 лет,ekat01
18.12.19 20:00,Авито ,avito·ru,"Да, я его вожу",в Екатеринбурге,Мужчина,45-50 лет,ekat01
18.12.19 20:07,"Авто ру, Дром, Авито, юла","drom·ru, auto·ru, avito·ru, Юла","Да, я его вожу",в Екатеринбурге,Мужчина,18-24 лет,ekat01
18.12.19 20:22,"Дром.ру, Авито, е1.ру","drom·ru, auto·ru, avito·ru, Е1","Да, я его вожу",в Екатеринбурге,Мужчина,51 и более лет,ekat01
18.12.19 20:38,avito,"drom·ru, avito·ru, e1.ru","Да, я его вожу",в Екатеринбурге,Мужчина,51 и более лет,ekat01
18.12.19 20:43,Авто ру ,avito·ru,"Да, но я его не вожу",в Екатеринбурге,Мужчина,18-24 лет,ekat01
18.12.19 20:48,"drive2, avito, drom","drom·ru, auto·ru, avito·ru","Да, я его вожу",в Екатеринбурге,Мужчина,25-34 лет,ekat01
18.12.19 20:48,111,1111,"Да, я его вожу",в Екатеринбурге,Мужчина,25-34 лет,ekat01
18.12.19 21:13,Автору,auto·ru,"Да, я его вожу",в Екатеринбурге,Мужчина,45-50 лет,ekat01
18.12.19 21:15,К,Н,Нет,К,Женщина,51 и более лет,ekat01
18.12.19 21:25,fssp66.ru,drom·ru,"Да, я его вожу",в Екатеринбурге,Мужчина,51 и более лет,ekat01
18.12.19 21:33,"Авито, юла, е1, дром","avito·ru, Юла","Да, я его вожу",в Екатеринбурге,Мужчина,25-34 лет,ekat01
18.12.19 21:47,дром ру,auto·ru,"Да, но я его не вожу",в Екатеринбурге,Мужчина,менее 18 лет,ekat01
18.12.19 21:51,Никакие ,drom·ru,"Да, но я его не вожу",в Екатеринбурге,Женщина,51 и более лет,ekat01
18.12.19 21:52,Никакие ,"drom·ru, auto·ru, avito·ru","Да, но я его не вожу",в Екатеринбурге,Мужчина,менее 18 лет,ekat01
18.12.19 22:05,Auto.ru,auto·ru,"Да, я его вожу",в Екатеринбурге,Мужчина,25-34 лет,ekat01
18.12.19 22:08,"Дром, Авито авто.ру",auto·ru,"Да, я его вожу",в Свердловской области,Мужчина,35-44 лет,ekat01
18.12.19 22:09,Авито,drom·ru,"Да, но я его не вожу",в Екатеринбурге,Мужчина,менее 18 лет,ekat01
18.12.19 22:11,НИЗНАЙУ,avito·ru,"Да, но я его не вожу",в Свердловской области,Женщина,18-24 лет,ekat01
18.12.19 22:32,Авто ру,auto·ru,"Да, я его вожу",в Екатеринбурге,Мужчина,35-44 лет,ekat01
18.12.19 22:35,Дром,drom·ru,Нет,в Екатеринбурге,Мужчина,35-44 лет,ekat01
18.12.19 22:35,Дром ру,"drom·ru, auto·ru","Да, но я его не вожу",в Екатеринбурге,Женщина,менее 18 лет,ekat01
18.12.19 22:49,Авто ру,auto·ru,"Да, я его вожу",в Екатеринбурге,Мужчина,35-44 лет,ekat01
18.12.19 22:53,Дром ,"drom·ru, avito·ru","Да, я его вожу",в Екатеринбурге,Мужчина,25-34 лет,ekat01
18.12.19 23:00,Ни каких,У меня нет авто,"Да, но я его не вожу",в Екатеринбурге,Мужчина,35-44 лет,ekat01
18.12.19 23:03,avto.ru,auto·ru,Нет,в Екатеринбурге,Женщина,51 и более лет,ekat01
18.12.19 23:12,Avito,avito·ru,Нет,в Екатеринбурге,Мужчина,25-34 лет,ekat01
18.12.19 23:17,Автору,avito·ru,"Да, я его вожу",в Екатеринбурге,Мужчина,51 и более лет,ekat01
18.12.19 23:29,Drom.ru,drom·ru,"Да, я его вожу",в Екатеринбурге,Мужчина,51 и более лет,ekat01
18.12.19 23:30,Авто ру,"drom·ru, auto·ru, avito·ru",Нет,в Екатеринбурге,Мужчина,51 и более лет,ekat01
18.12.19 23:36,Авто ру,auto·ru,"Да, я его вожу",в Екатеринбурге,Мужчина,25-34 лет,ekat01
18.12.19 23:47,Авито,"drom·ru, auto·ru, avito·ru","Да, я его вожу",в Екатеринбурге,Мужчина,45-50 лет,ekat01
18.12.19 23:50,drom.ru,"drom·ru, avito·ru","Да, я его вожу",в Екатеринбурге,Мужчина,25-34 лет,ekat01
18.12.19 23:55,Е1,Е1,"Да, я его вожу",в Екатеринбурге,Мужчина,45-50 лет,ekat01
18.12.19 23:57,"Авито, автору, дромру","drom·ru, auto·ru, avito·ru","Да, я его вожу",в Екатеринбурге,Мужчина,35-44 лет,ekat01
18.12.19 23:58,Дром на,"drom·ru, auto·ru, avito·ru","Да, я его вожу",в Екатеринбурге,Мужчина,25-34 лет,ekat01
18.12.19 23:58,Дом ру. Авто ру,"drom·ru, auto·ru","Да, я его вожу",в Екатеринбурге,Мужчина,45-50 лет,ekat01
18.12.19 23:59,5,"drom·ru, auto·ru","Да, я его вожу",в Екатеринбурге,Мужчина,35-44 лет,ekat01
19.12.19 00:01,дром,drom·ru,"Да, я его вожу",в Екатеринбурге,Мужчина,45-50 лет,ekat01
19.12.19 00:02,Авито ,auto·ru,"Да, но я его не вожу",в Свердловской области,Мужчина,18-24 лет,ekat01
19.12.19 00:03,Дром,drom·ru,Нет,в Екатеринбурге,Мужчина,35-44 лет,ekat01
19.12.19 00:09,"Drom.ru, auto.ru","drom·ru, auto·ru","Да, я его вожу",в Екатеринбурге,Мужчина,25-34 лет,ekat01
19.12.19 00:32,Дром,drom·ru,"Да, я его вожу",в Екатеринбурге,Мужчина,45-50 лет,ekat01
19.12.19 00:44,Авито,auto·ru,"Да, я его вожу",в Екатеринбурге,Мужчина,45-50 лет,ekat01
19.12.19 00:46,"Drom.ru, E1.ru","drom·ru, E1.ru","Да, я его вожу",в Екатеринбурге,Мужчина,51 и более лет,ekat01
19.12.19 00:50,авто.ру,"drom·ru, auto·ru, avito·ru","Да, я его вожу",в Екатеринбурге,Мужчина,25-34 лет,ekat01
19.12.19 00:54,1,auto·ru,Нет,в Свердловской области,Мужчина,менее 18 лет,ekat01
19.12.19 00:56,Не знаю,drom·ru,Нет,в Свердловской области,Мужчина,35-44 лет,ekat01
19.12.19 00:57,никакте,не знаю,"Да, я его вожу",в Екатеринбурге,Мужчина,51 и более лет,ekat01
19.12.19 00:57,Avito,"auto·ru, avito·ru","Да, но я его не вожу",в Екатеринбурге,Женщина,25-34 лет,ekat01
19.12.19 00:59,Auto.ru,auto·ru,"Да, я его вожу",в Екатеринбурге,Мужчина,35-44 лет,ekat01
19.12.19 01:06,Дром,drom·ru,"Да, но я его не вожу",в Екатеринбурге,Мужчина,25-34 лет,ekat01
19.12.19 01:08,Авито ,avito·ru,"Да, я его вожу",в Екатеринбурге,Мужчина,45-50 лет,ekat01
19.12.19 01:08,Е1,"drom·ru, auto·ru, avito·ru","Да, я его вожу",в Свердловской области,Мужчина,18-24 лет,ekat01
19.12.19 01:10,"Avto.ru, drom.ru","drom·ru, auto·ru","Да, я его вожу",в Екатеринбурге,Мужчина,35-44 лет,ekat01
19.12.19 01:15,Чсмич,Чсмчии,Нет,в Екатеринбурге,Женщина,51 и более лет,ekat01
19.12.19 01:16,Никакие ,"auto·ru, avito·ru","Да, но я его не вожу",в Свердловской области,Мужчина,менее 18 лет,ekat01
19.12.19 01:30,Автору,"auto·ru, avito·ru","Да, я его вожу",в Екатеринбурге,Мужчина,35-44 лет,ekat01
19.12.19 01:33,Авто.ру,auto·ru,"Да, я его вожу",в Екатеринбурге,Мужчина,45-50 лет,ekat01
19.12.19 01:37,авто ру,auto·ru,Нет,в Екатеринбурге,Мужчина,менее 18 лет,ekat01
19.12.19 01:38,Никаких,auto·ru,"Да, я его вожу",в Свердловской области,Мужчина,35-44 лет,ekat01
19.12.19 01:42,Авито дром,avito·ru,"Да, я его вожу",в Екатеринбурге,Мужчина,45-50 лет,ekat01
19.12.19 01:49,Никакой,Соседу,"Да, но я его не вожу",в Екатеринбурге,Мужчина,25-34 лет,ekat01
19.12.19 01:59,Авито,"drom·ru, auto·ru, avito·ru",Нет,в Екатеринбурге,Женщина,25-34 лет,ekat01
19.12.19 02:04,Авто ру,"drom·ru, auto·ru, avito·ru","Да, я его вожу",в Екатеринбурге,Мужчина,45-50 лет,ekat01
19.12.19 02:09,"Авто.ру, Дром, Е1, Авито, Юла",auto·ru,"Да, я его вожу",в Екатеринбурге,Мужчина,25-34 лет,ekat01
19.12.19 02:10,Дром,"drom·ru, auto·ru","Да, я его вожу",в Екатеринбурге,Мужчина,35-44 лет,ekat01
19.12.19 02:20,-,-,Нет,-,Мужчина,18-24 лет,ekat01
19.12.19 02:23,"Drom.ru, auto.ru","drom·ru, auto·ru","Да, я его вожу",в Екатеринбурге,Мужчина,35-44 лет,ekat01
19.12.19 02:28,"Авито, даром",drom·ru,"Да, я его вожу",в Екатеринбурге,Мужчина,35-44 лет,ekat01
19.12.19 02:32,Не знаю,avito·ru,Нет,в Екатеринбурге,Мужчина,45-50 лет,ekat01
19.12.19 02:37,Avto.ru,auto·ru,"Да, я его вожу",в Екатеринбурге,Мужчина,35-44 лет,ekat01
19.12.19 02:39,Дром. Ру,"drom·ru, auto·ru, avito·ru",Нет,в Свердловской области,Мужчина,25-34 лет,ekat01
19.12.19 02:48,Drom.ru,"drom·ru, auto·ru, avito·ru","Да, я его вожу",в Екатеринбурге,Мужчина,45-50 лет,ekat01
19.12.19 02:49,Ав,avito·ru,"Да, но я его не вожу",в Екатеринбурге,Мужчина,менее 18 лет,ekat01
19.12.19 02:50,Дром. Ру,drom·ru,"Да, я его вожу",в Екатеринбурге,Мужчина,45-50 лет,ekat01
19.12.19 02:50,авито,auto·ru,"Да, но я его не вожу",в Екатеринбурге,Мужчина,35-44 лет,ekat01
19.12.19 02:51,Никакие,Нигде,"Да, я его вожу",в Екатеринбурге,Женщина,51 и более лет,ekat01
19.12.19 02:51,Дром,Е1,"Да, я его вожу",в Екатеринбурге,Мужчина,45-50 лет,ekat01
19.12.19 02:51,Никакие,Нигде,"Да, я его вожу",в Екатеринбурге,Женщина,51 и более лет,ekat01
19.12.19 02:53,Авито,avito·ru,"Да, но я его не вожу",в Екатеринбурге,Женщина,45-50 лет,ekat01
19.12.19 02:53,Avito,avito·ru,"Да, но я его не вожу",в Екатеринбурге,Женщина,45-50 лет,ekat01
19.12.19 02:55,Не знаю,Нигде,Нет,в Екатеринбурге,Мужчина,35-44 лет,ekat01
19.12.19 02:56,Avto.ru,"drom·ru, auto·ru","Да, я его вожу",в Екатеринбурге,Мужчина,35-44 лет,ekat01
