statDate,q1,q2,auto,geo,gender,age,poll
17.12.19 06:36,Все ,auto·ru,Нет,Башкирия ,Мужчина,18-24 лет,ekat01
17.12.19 06:38,Авито ,avito·ru,"Да, я его вожу",Башкирия ,Мужчина,18-24 лет,ekat01
17.12.19 07:25,Е1,"auto·ru, Е1","Да, я его вожу",в Екатеринбурге,Мужчина,35-44 лет,ekat01
17.12.19 08:14,"Авто.ру, авито",Не размещал,Нет,в Свердловской области,Мужчина,45-50 лет,ekat01
17.12.19 09:02,Ни каких,avito·ru,"Да, но я его не вожу",Дагестанская область,Мужчина,18-24 лет,ekat01
17.12.19 12:02,E1,"auto·ru, avito·ru, Е1",Нет,в Свердловской области,Мужчина,25-34 лет,ekat01
17.12.19 13:26,Е1,"drom·ru, auto·ru, avito·ru","Да, но я его не вожу",в Екатеринбурге,Мужчина,25-34 лет,ekat01
17.12.19 16:54,Авито,avito·ru,Нет,Тюмень,Мужчина,35-44 лет,ekat01
17.12.19 17:29,Авито,avito·ru,"Да, но я его не вожу",Саратов,Мужчина,51 и более лет,ekat01
17.12.19 19:46,Авито дромру,"drom·ru, auto·ru, avito·ru","Да, но я его не вожу",в Екатеринбурге,Мужчина,18-24 лет,ekat01
17.12.19 20:41,Не знаю,avito·ru,Нет,в Екатеринбурге,Мужчина,18-24 лет,ekat01
17.12.19 21:54,авто.ру дром.ру авито,"auto·ru, avito·ru","Да, я его вожу",в Екатеринбурге,Мужчина,35-44 лет,ekat01
17.12.19 22:04,Авто ру,avito·ru,"Да, но я его не вожу",Челябинская,Женщина,45-50 лет,ekat01
17.12.19 22:37,Ринат,avito·ru,"Да, я его вожу",в Екатеринбурге,Мужчина,менее 18 лет,ekat01
17.12.19 22:56,Незнаю,drom·ru,Нет,Миасс,Мужчина,35-44 лет,ekat01
18.12.19 00:19,Авто.ру,Яне продаю автомобиль.,"Да, я его вожу",в Свердловской области,Мужчина,51 и более лет,ekat01
18.12.19 01:20,Ауто.ру,"drom·ru, auto·ru",Нет,Копейск,Мужчина,18-24 лет,ekat01
18.12.19 01:20,Ауто.ру,"drom·ru, auto·ru",Нет,Копейск,Мужчина,18-24 лет,ekat01
18.12.19 02:01,АВИТО,avito·ru,"Да, но я его не вожу",в Екатеринбурге,Мужчина,менее 18 лет,ekat01
18.12.19 02:36,Авито,"drom·ru, auto·ru, avito·ru, Любой","Да, я его вожу",в Екатеринбурге,Мужчина,18-24 лет,ekat01
18.12.19 02:54,Авто ру,auto·ru,"Да, но я его не вожу",в Свердловской области,Мужчина,менее 18 лет,ekat01
18.12.19 02:54,Авто ру,auto·ru,"Да, но я его не вожу",в Свердловской области,Мужчина,менее 18 лет,ekat01
18.12.19 02:54,Авто ру,auto·ru,"Да, но я его не вожу",в Свердловской области,Мужчина,менее 18 лет,ekat01
18.12.19 02:55,Авто ру,auto·ru,"Да, но я его не вожу",в Свердловской области,Мужчина,менее 18 лет,ekat01
18.12.19 03:05,Авто ру,"drom·ru, auto·ru",Нет,в Екатеринбурге,Мужчина,25-34 лет,ekat01
18.12.19 03:23,Авто.ру,auto·ru,Нет,в Екатеринбурге,Мужчина,менее 18 лет,ekat01
18.12.19 04:11,Дром ру авто ру авито юла,"drom·ru, auto·ru, avito·ru","Да, я его вожу",в Екатеринбурге,Мужчина,18-24 лет,ekat01
18.12.19 05:24,Авито,auto·ru,Нет,в Свердловской области,Женщина,25-34 лет,ekat01
18.12.19 06:21,Авто ру,auto·ru,"Да, я его вожу",в Свердловской области,Мужчина,35-44 лет,ekat01
18.12.19 06:25,"Е1,авто.ру","drom·ru, auto·ru","Да, я его вожу",в Екатеринбурге,Мужчина,35-44 лет,ekat01
18.12.19 06:33,Е1,avito·ru,"Да, я его вожу",в Свердловской области,Мужчина,51 и более лет,ekat01
18.12.19 06:43,Никаких,"auto·ru, avito·ru","Да, я его вожу",в Свердловской области,Мужчина,51 и более лет,ekat01
18.12.19 06:50,"Автоспот, авто ру","drom·ru, auto·ru","Да, я его вожу",в Екатеринбурге,Мужчина,18-24 лет,ekat01
18.12.19 07:08,С1,drom·ru,"Да, я его вожу",в Свердловской области,Мужчина,51 и более лет,ekat01
18.12.19 07:08,С1,drom·ru,"Да, я его вожу",в Свердловской области,Мужчина,51 и более лет,ekat01
18.12.19 07:08,С1,drom·ru,"Да, я его вожу",в Свердловской области,Мужчина,51 и более лет,ekat01
18.12.19 07:09,С1,drom·ru,"Да, я его вожу",в Свердловской области,Мужчина,51 и более лет,ekat01
18.12.19 09:48,Авито е1,auto·ru,"Да, я его вожу",в Свердловской области,Мужчина,35-44 лет,ekat01
18.12.19 09:58,Убер,avito·ru,Нет,в Екатеринбурге,Мужчина,25-34 лет,ekat01
18.12.19 11:23,"Е1, авито, юла, дром",drom·ru,"Да, я его вожу",в Екатеринбурге,Мужчина,51 и более лет,ekat01
18.12.19 11:34,Автору,auto·ru,"Да, но я его не вожу",в Екатеринбурге,Мужчина,менее 18 лет,ekat01
18.12.19 11:43,Не интересут,Ни где,Нет,в Екатеринбурге,Мужчина,51 и более лет,ekat01
18.12.19 12:09,Авито,"drom·ru, avito·ru","Да, но я его не вожу",в Екатеринбурге,Мужчина,45-50 лет,ekat01
18.12.19 12:12,Ничего ,auto·ru,Нет,в Свердловской области,Мужчина,45-50 лет,ekat01
18.12.19 12:12,Drom.ru,drom·ru,"Да, но я его не вожу",в Екатеринбурге,Мужчина,менее 18 лет,ekat01
18.12.19 12:36,"Drum ru, Авито","drom·ru, auto·ru, avito·ru","Да, я его вожу",в Екатеринбурге,Женщина,35-44 лет,ekat01
18.12.19 12:45,Нет,avito·ru,"Да, но я его не вожу",гдето,Мужчина,18-24 лет,ekat01
18.12.19 12:48,Ррр,Рр,Нет,в Екатеринбурге,Мужчина,45-50 лет,ekat01
18.12.19 12:53,Авто.ру,auto·ru,"Да, я его вожу",в Екатеринбурге,Мужчина,25-34 лет,ekat01
18.12.19 13:07,Drom.ru,"drom·ru, auto·ru, avito·ru",Нет,в Екатеринбурге,Мужчина,18-24 лет,ekat01
18.12.19 13:18,Авито,auto·ru,"Да, но я его не вожу",в Свердловской области,Женщина,18-24 лет,ekat01
18.12.19 13:19,Авто.ру,"drom·ru, auto·ru, avito·ru, Е1.ру","Да, я его вожу",в Екатеринбурге,Мужчина,25-34 лет,ekat01
18.12.19 13:20,Авито авто ру ,"drom·ru, auto·ru, avito·ru","Да, я его вожу",в Свердловской области,Мужчина,45-50 лет,ekat01
18.12.19 13:29,Авито,"drom·ru, auto·ru, avito·ru",Нет,в Свердловской области,Мужчина,25-34 лет,ekat01
18.12.19 13:39,Не знаю,Не планирую продовать,"Да, я его вожу",в Екатеринбурге,Мужчина,51 и более лет,ekat01
18.12.19 13:40,Авто ру ,auto·ru,Нет,в Свердловской области,Мужчина,менее 18 лет,ekat01
18.12.19 13:40,Е1,"drom·ru, auto·ru","Да, но я его не вожу",в Свердловской области,Мужчина,18-24 лет,ekat01
18.12.19 13:40,Е1,"drom·ru, auto·ru","Да, но я его не вожу",в Свердловской области,Мужчина,18-24 лет,ekat01
18.12.19 13:40,Е1,"drom·ru, auto·ru","Да, но я его не вожу",в Свердловской области,Мужчина,18-24 лет,ekat01
18.12.19 13:41,Е1,"drom·ru, auto·ru","Да, но я его не вожу",в Свердловской области,Мужчина,18-24 лет,ekat01
18.12.19 13:42,Авито,"drom·ru, auto·ru, avito·ru",Нет,в Екатеринбурге,Мужчина,45-50 лет,ekat01
18.12.19 13:43,Е1 авто ,Е1 авто ,"Да, я его вожу",в Свердловской области,Мужчина,45-50 лет,ekat01
18.12.19 13:44,Авито. Авто.ру. Дром.ру,auto·ru,"Да, я его вожу",в Екатеринбурге,Мужчина,35-44 лет,ekat01
18.12.19 13:45,Авито,avito·ru,Нет,Добрянка,Мужчина,менее 18 лет,ekat01
18.12.19 13:46,авто.ру,auto·ru,"Да, я его вожу",в Екатеринбурге,Мужчина,менее 18 лет,ekat01
18.12.19 13:58,Авито,avito·ru,Нет,в Свердловской области,Мужчина,менее 18 лет,ekat01
18.12.19 14:04,Е1,"drom·ru, auto·ru, avito·ru","Да, я его вожу",в Екатеринбурге,Мужчина,25-34 лет,ekat01
18.12.19 14:04,Авито,"drom·ru, avito·ru","Да, но я его не вожу",в Екатеринбурге,Женщина,51 и более лет,ekat01
18.12.19 14:05,Авито,avito·ru,Нет,в Свердловской области,Мужчина,менее 18 лет,ekat01
18.12.19 14:11,авто ру,"drom·ru, auto·ru, avito·ru","Да, я его вожу",в Екатеринбурге,Мужчина,45-50 лет,ekat01
18.12.19 14:16,Авито,avito·ru,"Да, я его вожу",в Свердловской области,Женщина,35-44 лет,ekat01
18.12.19 14:17,Не интесуюсь,Не интересуюсь,Нет,в Свердловской области,Женщина,51 и более лет,ekat01
18.12.19 14:20,"Дром.ру, Авито,","drom·ru, auto·ru, avito·ru, Дром.ру","Да, я его вожу",в Свердловской области,Мужчина,51 и более лет,ekat01
18.12.19 14:21,Автор ру,"drom·ru, auto·ru, avito·ru","Да, я его вожу",в Свердловской области,Мужчина,35-44 лет,ekat01
18.12.19 14:24,Авито,"auto·ru, avito·ru","Да, я его вожу",Пермский край,Мужчина,45-50 лет,ekat01
18.12.19 14:24,Автотрон,drom·ru,"Да, я его вожу",Павлодар,Мужчина,45-50 лет,ekat01
18.12.19 14:27,Авито,auto·ru,"Да, но я его не вожу",в Свердловской области,Мужчина,35-44 лет,ekat01
18.12.19 14:31,Авито,"drom·ru, auto·ru","Да, я его вожу",в Екатеринбурге,Мужчина,18-24 лет,ekat01
18.12.19 14:33,О,avito·ru,"Да, но я его не вожу",в Екатеринбурге,Мужчина,18-24 лет,ekat01
18.12.19 14:37,Автору. Авито. Е1,"drom·ru, auto·ru, avito·ru","Да, но я его не вожу",в Екатеринбурге,Мужчина,18-24 лет,ekat01
18.12.19 14:38,Авто.ру,"auto·ru, avito·ru","Да, но я его не вожу",в Свердловской области,Мужчина,35-44 лет,ekat01
18.12.19 14:39,Атодром,drom·ru,Нет,в Екатеринбурге,Мужчина,35-44 лет,ekat01
18.12.19 14:41,Да,auto·ru,Нет,в Свердловской области,Мужчина,51 и более лет,ekat01
18.12.19 14:43,Незнаю,avito·ru,Нет,в Свердловской области,Мужчина,51 и более лет,ekat01
18.12.19 14:43,Авито,avito·ru,"Да, я его вожу",в Свердловской области,Мужчина,35-44 лет,ekat01
18.12.19 14:46,Auto. Ru brom. Ru ,auto·ru,"Да, я его вожу",в Екатеринбурге,Мужчина,18-24 лет,ekat01
18.12.19 14:47,Дром.рu,"drom·ru, auto·ru, avito·ru","Да, я его вожу",Пермь,Мужчина,45-50 лет,ekat01
18.12.19 14:48,Drom,"drom·ru, avito·ru","Да, но я его не вожу",Пермь,Мужчина,менее 18 лет,ekat01
18.12.19 14:53,Авто ру,"drom·ru, auto·ru","Да, но я его не вожу",в Екатеринбурге,Мужчина,менее 18 лет,ekat01
18.12.19 14:58,М,auto·ru,"Да, я его вожу",в Свердловской области,Мужчина,25-34 лет,ekat01
18.12.19 15:05,Аатио,avito·ru,Нет,в Екатеринбурге,Мужчина,45-50 лет,ekat01
18.12.19 15:08,"Drom.ru, auto.ru","drom·ru, auto·ru, avito·ru","Да, я его вожу",в Екатеринбурге,Мужчина,35-44 лет,ekat01
18.12.19 15:13,Drom.ru,"drom·ru, avito·ru","Да, я его вожу",в Екатеринбурге,Мужчина,35-44 лет,ekat01
18.12.19 15:14,Дром.ру,"drom·ru, auto·ru, avito·ru","Да, я его вожу",в Екатеринбурге,Мужчина,25-34 лет,ekat01
18.12.19 15:24,Авито,"auto·ru, avito·ru","Да, я его вожу",в Екатеринбурге,Мужчина,45-50 лет,ekat01
18.12.19 15:35,Дром,"drom·ru, auto·ru, avito·ru","Да, но я его не вожу",в Екатеринбурге,Мужчина,18-24 лет,ekat01
18.12.19 15:35,Авито,avito·ru,"Да, но я его не вожу",в Екатеринбурге,Мужчина,менее 18 лет,ekat01
18.12.19 15:44,Авто ру,"auto·ru, avito·ru","Да, я его вожу",в Екатеринбурге,Мужчина,35-44 лет,ekat01
18.12.19 15:46,Avto.ru,drom·ru,"Да, но я его не вожу",в Екатеринбурге,Мужчина,менее 18 лет,ekat01
18.12.19 15:48,Дом ру,drom·ru,Нет,в Екатеринбурге,Мужчина,25-34 лет,ekat01
18.12.19 15:50,Не знающий,drom·ru,Нет,Курганской,Мужчина,51 и более лет,ekat01
18.12.19 15:52,авто ру,auto·ru,Нет,в Екатеринбурге,Мужчина,35-44 лет,ekat01
18.12.19 15:55,"Автору
Дром.ру",auto·ru,"Да, но я его не вожу",в Екатеринбурге,Мужчина,менее 18 лет,ekat01
18.12.19 15:56,Авито,avito·ru,"Да, я его вожу",в Екатеринбурге,Мужчина,35-44 лет,ekat01
18.12.19 15:58,Авито. Дром.,"drom·ru, auto·ru, avito·ru","Да, я его вожу",Сургут,Мужчина,51 и более лет,ekat01
18.12.19 16:06,Авто ру,auto·ru,"Да, но я его не вожу",Игрим,Мужчина,18-24 лет,ekat01
18.12.19 16:07,Авто ру,auto·ru,"Да, но я его не вожу",Игрим,Мужчина,18-24 лет,ekat01
18.12.19 16:11,Авито,avito·ru,"Да, но я его не вожу",в Свердловской области,Мужчина,35-44 лет,ekat01
18.12.19 16:11,Автоспот,"auto·ru, avito·ru","Да, я его вожу",в Свердловской области,Мужчина,35-44 лет,ekat01
18.12.19 16:12,Авито,auto·ru,Нет,в Екатеринбурге,Мужчина,25-34 лет,ekat01
18.12.19 16:13,Авито,auto·ru,Нет,в Екатеринбурге,Мужчина,25-34 лет,ekat01
18.12.19 16:13,Одноклассники Вайбер Телеграмм,"drom·ru, auto·ru, avito·ru","Да, я его вожу",в Екатеринбурге,Мужчина,35-44 лет,ekat01
18.12.19 16:13,Незнаю,drom·ru,Нет,в Екатеринбурге,Мужчина,35-44 лет,ekat01
18.12.19 16:16,Авито,"drom·ru, auto·ru, avito·ru","Да, я его вожу",в Свердловской области,Мужчина,25-34 лет,ekat01
18.12.19 16:17,Авто.ru,auto·ru,"Да, я его вожу",в Свердловской области,Мужчина,35-44 лет,ekat01
18.12.19 16:18,О,auto·ru,Нет,Варгаши,Мужчина,51 и более лет,ekat01
18.12.19 16:20,Авито,avito·ru,Нет,Челяб об Сатка,Мужчина,45-50 лет,ekat01
18.12.19 16:26,Авто ,"auto·ru, avito·ru","Да, но я его не вожу",Магнитогорск ,Мужчина,18-24 лет,ekat01
18.12.19 16:26,Авто ,"auto·ru, avito·ru","Да, но я его не вожу",Магнитогорск ,Мужчина,18-24 лет,ekat01
18.12.19 16:30,Все,"drom·ru, auto·ru, avito·ru",Нет,в Свердловской области,Мужчина,18-24 лет,ekat01
18.12.19 16:30,дром.ру,drom·ru,Нет,в Екатеринбурге,Мужчина,менее 18 лет,ekat01
18.12.19 16:32,не интересно...,не интересно,Нет,в Екатеринбурге,Мужчина,45-50 лет,ekat01
18.12.19 16:33,Незнаю,avito·ru,"Да, я его вожу",в Екатеринбурге,Мужчина,менее 18 лет,ekat01
18.12.19 16:41,Дром,drom·ru,"Да, но я его не вожу",в Свердловской области,Мужчина,менее 18 лет,ekat01
18.12.19 16:52,Ютуб ,auto·ru,"Да, я его вожу",в Екатеринбурге,Мужчина,18-24 лет,ekat01
18.12.19 16:55,Авто ,"auto·ru, avito·ru","Да, я его вожу",в Свердловской области,Мужчина,51 и более лет,ekat01
18.12.19 16:56,DROM,"drom·ru, auto·ru, avito·ru",Нет,в Свердловской области,Мужчина,45-50 лет,ekat01
18.12.19 17:01,Авто ру,"drom·ru, auto·ru","Да, я его вожу",в Екатеринбурге,Мужчина,18-24 лет,ekat01
18.12.19 17:02,awto.ru,avito·ru,Нет,в Свердловской области,Мужчина,35-44 лет,ekat01
18.12.19 17:02,awto.ru,avito·ru,Нет,в Свердловской области,Мужчина,35-44 лет,ekat01
18.12.19 17:02,awto.ru,avito·ru,Нет,в Свердловской области,Мужчина,35-44 лет,ekat01
18.12.19 17:03,Никаких не знаю,Нигде,Нет,В селе Большие Брызги,Мужчина,51 и более лет,ekat01
18.12.19 17:06,"Дром ру ,авто ру","drom·ru, avito·ru","Да, я его вожу",в Екатеринбурге,Мужчина,35-44 лет,ekat01
18.12.19 17:07,Авто ру,auto·ru,"Да, я его вожу",в Екатеринбурге,Мужчина,25-34 лет,ekat01
18.12.19 17:11,Авто.ру,auto·ru,"Да, я его вожу",в Екатеринбурге,Мужчина,25-34 лет,ekat01
18.12.19 17:19,-,avito·ru,Нет,в Свердловской области,Мужчина,51 и более лет,ekat01
18.12.19 17:19,Авто иру,avito·ru,"Да, но я его не вожу",в Свердловской области,Женщина,51 и более лет,ekat01
18.12.19 17:23,Авто авто,avito·ru,"Да, но я его не вожу",в Екатеринбурге,Мужчина,18-24 лет,ekat01
18.12.19 17:26,Нет,avito·ru,"Да, я его вожу",Серов,Мужчина,25-34 лет,ekat01
18.12.19 17:27,Авто ру,"drom·ru, auto·ru","Да, я его вожу",в Екатеринбурге,Мужчина,25-34 лет,ekat01
18.12.19 17:27,"Avto.ru, Drom.ru","drom·ru, avito·ru","Да, я его вожу",в Екатеринбурге,Мужчина,51 и более лет,ekat01
18.12.19 17:28,"Auto.ru, Drom.ru, Avito.ru","auto·ru, avito·ru","Да, я его вожу",в Екатеринбурге,Мужчина,35-44 лет,ekat01
18.12.19 17:29,Авто. Ру,"drom·ru, avito·ru","Да, я его вожу",в Екатеринбурге,Мужчина,51 и более лет,ekat01
18.12.19 17:30,Авито ,avito·ru,"Да, я его вожу",в Екатеринбурге,Мужчина,45-50 лет,ekat01
18.12.19 17:37,Хуй,avito·ru,"Да, я его вожу",Тюмени,Мужчина,51 и более лет,ekat01
18.12.19 17:42,"Авито,авто",avito·ru,"Да, я его вожу",Махачкала,Мужчина,35-44 лет,ekat01
18.12.19 17:46,Одноклассники,Одноклассники,"Да, но я его не вожу",Одноклассники,Мужчина,35-44 лет,ekat01
18.12.19 17:56,Авито,avito·ru,Нет,в Екатеринбурге,Мужчина,35-44 лет,ekat01
18.12.19 17:58,Avito,avito·ru,"Да, но я его не вожу",не екат,Мужчина,35-44 лет,ekat01
18.12.19 17:59,Авито ,avito·ru,"Да, я его вожу",ЯНАО,Мужчина,45-50 лет,ekat01
18.12.19 18:00,Авито,auto·ru,"Да, я его вожу",в Свердловской области,Мужчина,51 и более лет,ekat01
18.12.19 18:00,Никаких,auto·ru,Нет,Пермский край гор. Чусовой,Женщина,35-44 лет,ekat01
18.12.19 18:01,Авто. Ру,auto·ru,"Да, я его вожу",Хвалынск Саратов область ,Мужчина,51 и более лет,ekat01
18.12.19 18:04,"Авто ру,дромру,авито",auto·ru,Нет,в Свердловской области,Мужчина,35-44 лет,ekat01
18.12.19 18:08,Дром.ру,"drom·ru, auto·ru, avito·ru","Да, я его вожу",в Свердловской области,Мужчина,51 и более лет,ekat01
18.12.19 18:09,1e.,1e,"Да, я его вожу",в Екатеринбурге,Мужчина,25-34 лет,ekat01
18.12.19 18:13,Avto.ru,"auto·ru, avito·ru",Нет,в Екатеринбурге,Мужчина,менее 18 лет,ekat01
18.12.19 18:15,Авита,"auto·ru, avito·ru","Да, я его вожу",Тюмень,Мужчина,35-44 лет,ekat01
18.12.19 18:16,Дром ру авито,"drom·ru, auto·ru, avito·ru",Нет,в Свердловской области,Мужчина,25-34 лет,ekat01
18.12.19 18:20,"Яндекс такси , Авито ",у мен нет машины ,Нет,в Екатеринбурге,Мужчина,18-24 лет,ekat01
18.12.19 18:20,Автору,auto·ru,"Да, я его вожу",в Екатеринбурге,Мужчина,35-44 лет,ekat01
18.12.19 18:22,Авто ру,auto·ru,"Да, но я его не вожу",в Екатеринбурге,Мужчина,менее 18 лет,ekat01
18.12.19 18:24,"Авито, автору",auto·ru,"Да, но я его не вожу",в Екатеринбурге,Мужчина,18-24 лет,ekat01
18.12.19 18:26,Дром авито,"drom·ru, auto·ru, avito·ru","Да, я его вожу",Алтайский край,Мужчина,25-34 лет,ekat01
18.12.19 18:27,Никаких ,Нет авто,Нет,Канчуеава,Женщина,51 и более лет,ekat01
18.12.19 18:39,Avito,avito·ru,Нет,в Свердловской области,Мужчина,45-50 лет,ekat01
18.12.19 18:40,Дром,"drom·ru, avito·ru","Да, я его вожу",Янао ,Мужчина,25-34 лет,ekat01
18.12.19 18:40,"Дром ру, что ру",Свой не продам,"Да, я его вожу",в Екатеринбурге,Мужчина,51 и более лет,ekat01
18.12.19 18:41,Дром,"drom·ru, avito·ru","Да, я его вожу",в Свердловской области,Мужчина,25-34 лет,ekat01
18.12.19 18:43,Avto.ru,auto·ru,Нет,Moscow,Женщина,35-44 лет,ekat01
18.12.19 18:44,Avlto,drom·ru,"Да, я его вожу",в Свердловской области,Мужчина,45-50 лет,ekat01
18.12.19 18:45,avito,avito·ru,"Да, но я его не вожу",в Екатеринбурге,Мужчина,менее 18 лет,ekat01
18.12.19 18:45,Автору,auto·ru,"Да, я его вожу",в Екатеринбурге,Мужчина,25-34 лет,ekat01
18.12.19 18:47,Юла,avito·ru,Нет,в Свердловской области,Мужчина,25-34 лет,ekat01
18.12.19 18:54,Авито,avito·ru,"Да, я его вожу",в Свердловской области,Мужчина,35-44 лет,ekat01
18.12.19 18:59,авто ру,auto·ru,"Да, я его вожу",в Екатеринбурге,Мужчина,45-50 лет,ekat01
18.12.19 18:59,Д-ром ру,drom·ru,"Да, но я его не вожу",в Екатеринбурге,Мужчина,менее 18 лет,ekat01
18.12.19 19:00,Drom.ru Авито ,"drom·ru, auto·ru","Да, я его вожу",Дагестан,Мужчина,45-50 лет,ekat01
18.12.19 19:07,Ремонт квартир,avito·ru,Нет,Челябинск,Мужчина,35-44 лет,ekat01
18.12.19 19:10,Дром,drom·ru,"Да, я его вожу",Курган ,Мужчина,25-34 лет,ekat01
18.12.19 19:13,Avito. Drom.ru. Auto.ru,"drom·ru, auto·ru, avito·ru","Да, я его вожу",в Екатеринбурге,Мужчина,35-44 лет,ekat01
18.12.19 19:15,Авито ,avito·ru,"Да, но я его не вожу",в Свердловской области,Женщина,35-44 лет,ekat01
18.12.19 19:15,Авито ,avito·ru,"Да, но я его не вожу",в Свердловской области,Женщина,35-44 лет,ekat01
18.12.19 19:15,Авито ,avito·ru,"Да, но я его не вожу",в Свердловской области,Женщина,35-44 лет,ekat01
18.12.19 19:22,Не водитель,Негде,Нет,в Екатеринбурге,Мужчина,45-50 лет,ekat01
